SKILL_20150317_000001	Ataque
SKILL_20150714_004348	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Montano].
SKILL_20150714_004349	{memo X}$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Escudo Esmagador].
SKILL_20150714_004350	{memo X}$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Impulso Blindado].
SKILL_20150714_004351	{memo X}$Aumenta 20% de dano adicional, pelo nível de atributo ao atacar com [Escudo Esmagador] o inimigo congelado e petrificado. 
SKILL_20150714_004352	{memo X}$[Montano] causa [Lentidão] por 10 segundos no inimigo. A duração de [Lentidão] aumenta em 3/2/1 seg. por nível de atributo para monstros pequenos/médios/grandes respectivamente.
SKILL_20150714_004353	$Estrela Cadente: Melhoria
SKILL_20150714_004354	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Estrela Cadente].
SKILL_20150714_004355	$Avanço Diligente: Melhoria
SKILL_20150714_004356	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Avanço Diligente].
SKILL_20150714_004357	{memo X}$Impulso Blindado: Duração
SKILL_20150714_004358	{memo X}$Aumenta em 1 segundo por nível de atributo a duração de Desequilibrado ao usar [Impulso Blindado].
SKILL_20150714_004359	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Empalar].
SKILL_20150714_004360	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Onda Terrestre].
SKILL_20150714_004361	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Avanço Veloz].
SKILL_20150714_004362	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Ferroada da Ruína].
SKILL_20150714_004363	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Arremetida].
SKILL_20150714_004364	$Onda Terrestre: Propriedade de Terra
SKILL_20150714_004365	{memo X}$Concede à propriedade de Terra atacar com [Onda Terrestre].
SKILL_20150714_004366	$Avanço Veloz: Crítico
SKILL_20150714_004367	$O inimigo afetado por Lentidão sofrerá dano crítico de [Avanço Veloz]. 
SKILL_20150714_004368	{memo X}$Aumenta em 1 por nível de atributo a quantidade de [Manutenção de Armas].
SKILL_20150714_004369	{memo X}$Aumenta em 1 por nível de atributo a quantidade de [Manutenção de Armaduras].
SKILL_20150714_004370	$Aumenta em 1minuto por nível de atributo a duração da salada de [Mesa de Refeição].
SKILL_20150714_004371	$Aumenta em 1minuto por nível de atributo a duração do sanduíche de [Mesa de Refeição].
SKILL_20150714_004372	$Aumenta em 1minuto por nível de atributo a duração da sopa de [Mesa de Refeição].
SKILL_20150714_004373	$Aumenta em 1minuto por nível de atributo a duração do iogurte de [Mesa de Refeição].
SKILL_20150714_004374	$Prisão: Enfraquecer Defesa
SKILL_20150714_004375	$Reduz em 10% por nível de atributo a defesa física em [Prisão].
SKILL_20150714_004376	$Reparo: Serviço
SKILL_20150714_004377	Ao consertar equipamento tem 5% de chance de consertar o dobro da quantidade de reparo máximo ao usar [Reparo].
SKILL_20150714_004378	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Puxão Brutal].
SKILL_20150714_004379	{memo X}$O inimigo atingido por [Puxão Brutal] sofre [Sangramento] por 5 segundos. Aumenta em 1 por nível de atributo a duração de [Sangramento].
SKILL_20150714_004380	$Gancho de Ferro: Corrente
SKILL_20150714_004381	{memo X}$Captura consecutivamente até 3 inimigos com [Gancho de Ferro]. Não pode usar [Puxão Brutal] ao capturar vários inimigos. 
SKILL_20150714_004382	$Pilhagem: Duração
SKILL_20150714_004383	$Aumenta em 1 segundo por nível de atributo a duração de [Pilhagem].
SKILL_20150714_004384	{memo X}$Falange: Lentidão
SKILL_20150714_004385	{memo X}$O inimigo sofrerá Lentidão quando o ataque for bloqueado ao usar [Falange]. Aumenta em 4 segundos por nível de atributo a duração de Lentidão.
SKILL_20150714_004386	$Terço: Mudar Formação
SKILL_20150714_004387	Mudar a formação de [Terço]. As fileiras 4 e 6 se deslocam para o centro.
SKILL_20150714_004388	Asa da Garça: Mudar Formação
SKILL_20150714_004389	Mudar a formação de [Asa da Garça]. Formação que atrairá os inimigos mais para a parte interna.
SKILL_20150714_004390	$Schiltron: Tempo de Cura
SKILL_20150714_004391	$Reduz em 2 segundos por nível de atributo a recarga de HP do integrante do grupo na formação [Schiltron].
SKILL_20150714_004392	$Testudo: Movimento
SKILL_20150714_004393	$Reduz em 5% por nível de atributo a velocidade de movimento dos integrantes do grupo ao mudar para a formação [Testudo]. 
SKILL_20150714_004394	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Ciclone].
SKILL_20150714_004395	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Mordschlag].
SKILL_20150714_004396	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Punir].
SKILL_20150714_004397	$Causa dano crítico ao atacar com [Mordschlag] o inimigo que usa armadura de tecido.
SKILL_20150714_004398	$Ao usar [Barreira da Dor] aumenta em 5% a Velocidade de Movimento e reduz em 10% a Evasão por nível de atributo respectivamente.
SKILL_20150714_004399	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Raio de Energia].
SKILL_20150714_004400	{memo X}Aumenta por nível de atributo o dano refletido de [Escudo Refletor], mas reduz a quantidade de dano de disparo.
SKILL_20150714_004401	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Terremoto].
SKILL_20150714_004402	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Míssil Mágico].
SKILL_20150714_004403	{memo X}$Aumenta em 10% por nível de atributo o dano mágico do próximo ataque ao usar [Feitiço Rápido].
SKILL_20150714_004404	$Adormecer: Duração
SKILL_20150714_004405	$Aumenta em 1 segundo por nível de atributo a duração de [Adormecer].
SKILL_20150714_004406	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Bola de Fogo].
SKILL_20150714_004407	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Muralha de Fogo].
SKILL_20150714_004408	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Labareda].
SKILL_20150714_004409	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Pilar de Fogo].
SKILL_20150714_004410	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Sopro Infernal].
SKILL_20150714_004411	{memo X}$Tem 10% de chance por nível de atributo de que o inimigo atingido por [Bola de Fogo] sofra dano de Fogo por 5 segundos.
SKILL_20150714_004412	{memo X}Aumenta em 5 por 5 segundos por nível de atributo o ATQ de Fogo do aliado que pisar na [Muralha de Fogo].
SKILL_20150714_004413	$Tem 10% de chance por nível de atributo de repelir o inimigo atingido por [Sopro Infernal].
SKILL_20150714_004414	{memo X}$Reduz em 10% por 5 segundos a Resistência a Fogo do inimigo dentro do alcance de [Encantar Fogo].
SKILL_20150714_004415	{memo X}$Aumenta em 3 por nível de atributo o ataque de Fogo do personagem ao usar um [Cajado].
SKILL_20150714_004416	$Labareda: Dano Adicional
SKILL_20150714_004417	$Aumenta em 10 por nível de atributo o dano de [Labareda] no inimigo com armadura de Tecido. 
SKILL_20150714_004418	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Raio de Gelo].
SKILL_20150714_004419	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Estaca de Gelo].
SKILL_20150714_004420	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Explosão Gélida].
SKILL_20150714_004421	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Bola de Neve].
SKILL_20150714_004422	$Aumenta em 10% por nível de atributo a chance de [Congelar] o inimigo atingido por [Raio de Gelo].
SKILL_20150714_004423	$O inimigo repelido por [Rajada] sofre 50% de dano equivalente ao Ataque Mágico.
SKILL_20150714_004424	$Aumenta em 3 por nível de atributo o ataque de Gelo do personagem ao usar um [Bastão].
SKILL_20150714_004425	$Muralha de Gelo: Criolita
SKILL_20150714_004426	$Tem 1% de chance por nível de atributo de descartar Criolita quando a [Muralha de Gelo] desaparece
SKILL_20150714_004427	$Escudo Abaixo de Zero: Duração
SKILL_20150714_004428	$Aumenta em 1 segundo por nível de atributo a duração de Congelar ao usar [Escudo Abaixo de Zero].
SKILL_20150714_004429	$Explosão Gélida: Dano Adicional
SKILL_20150714_004430	$Aumenta em 10 por nível de atributo o dano de [Explosão Gélida] no inimigo com armadura de Couro.
SKILL_20150714_004431	$Criomante: Especialidade Gélida
SKILL_20150714_004432	$O inimigo congelado pela habilidade do Criomante recebe 10% de dano adicional dos ataques de Elétrico por nível de atributo.
SKILL_20150714_004433	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Telecinese].
SKILL_20150714_004434	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Pressão Psíquica].
SKILL_20150714_004435	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Força Magnética].
SKILL_20150714_004436	$Tem 10% de chance por nível de atributo de atordoar por 1 segundo o inimigo atingido por [Pressão Psíquica].
SKILL_20150714_004437	$Aumenta em 10% por nível de atributo a Evasão ao usar [Polo de Gravidade].
SKILL_20150714_004438	{memo X}Tem 5% de chance de que o inimigo atingido por [Força Magnética] sofra o efeito de [Atordoar] por 1 segundo.
SKILL_20150714_004439	$Reduz em 5% por nível de atributo a defesa física do inimigo puxado pelo [Polo de Gravidade].
SKILL_20150714_004440	$Troca: Amigável
SKILL_20150714_004441	$A [Troca] será aplicada aos aliados e não aos inimigos.
SKILL_20150714_004442	$Nó de Forca: Dano Adicional
SKILL_20150714_004443	{memo X}$O inimigo atingido por [Nó de Forca] recebe 20% por nível de atributo de dano adicional equivalente ao Ataque Mágico do personagem.
SKILL_20150714_004444	$Cordão Umbilical: Defesa Restante
SKILL_20150714_004445	$10% por nível de atributo da defesa física permanece ao usar [Cordão Umbilical].
SKILL_20150714_004446	$Aumenta em 1 segundo por nível de atributo a duração de [Corrente Espiritual].
SKILL_20150714_004447	{memo X}Os inimigos desconectados por [Desvincular] receberão dano. Aumenta em 10% por nível de atributo o ataque mágico. 
SKILL_20150714_004448	$Pena Conjunta: Eletricidade
SKILL_20150714_004449	$O inimigo afetado por [Pena Conjunta] recebe 10% por nível de atributo de dano adicional dos ataques de Elétrico.
SKILL_20150714_004450	$Pena Conjunta: Veneno
SKILL_20150714_004451	$O inimigo afetado por [Pena Conjunta] recebe 10% por nível de atributo de dano adicional dos ataques de Veneno.
SKILL_20150714_004452	$Pena Conjunta: Terra
SKILL_20150714_004453	$O inimigo afetado por [Pena Conjunta] recebe 10% por nível de atributo de dano adicional dos ataques de Terra.
SKILL_20150714_004454	{memo X}Reduz em 10% a velocidade de movimento e aumenta em 5% a taxa de Ataque Físico e Mágico por nível de atributo do inimigo que aumentar de tamanho por [Dilatação].
SKILL_20150714_004455	{memo X}Aumenta em 5% a velocidade de movimento e reduz em 10% a taxa de Ataque Físico e Mágico por nível de atributo do inimigo que diminuir de tamanho por [Encolhimento].
SKILL_20150714_004456	{memo X}Aumenta em 30% a taxa de Ataque Mágico por nível de atributo ao dano causado sempre que o tamanho do inimigo mudar devido a [Dilatação].
SKILL_20150714_004457	{memo X}Aumenta em 30% a taxa de Ataque Mágico por nível de atributo ao dano causado sempre que o tamanho do inimigo mudar devido a [Encolhimento].
SKILL_20150714_004458	$Melhorar Braço Esquerdo: Especialidade em Diminuição
SKILL_20150714_004459	$Causa 35 de dano adicional por nível de atributo ao atacar o inimigo afetado por [Encolhimento] ao usar [Melhorar Braço Esquerdo].
SKILL_20150714_004460	$Melhorar Braço Esquerdo: Especialidade em Aumento
SKILL_20150714_004461	{memo X}Mantém a condição da taxa de Ataque enfraquecido ao atacar o inimigo afetado por [Dilatação] ao usar [Melhorar Braço Esquerdo]. Aumenta a duração em 8 segundos por nível de atributo e a taxa de Ataque enfraquecido pode ser sobreposta 10 vezes no máximo.
SKILL_20150714_004462	$Melhorar Braço Direito: Rapidez
SKILL_20150714_004463	$Aumenta em 6% por nível de atributo a precisão e evasão ao não usar adaga e nem escudo.
SKILL_20150714_004464	$Transpor: Equilíbrio
SKILL_20150714_004465	$Compara sua INT e CON ao usar [Transpor], fazendo com que cada uma se torne a média das duas.
SKILL_20150714_004466	$Reverter: Apenas Capturar
SKILL_20150714_004467	$Muda de aliados para inimigos ao usar [Reverter]. Será ativado quando os inimigos estiverem perto.
SKILL_20150714_004468	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Proeminência].
SKILL_20150714_004469	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Granizo].
SKILL_20150714_004470	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Eletrocutar].
SKILL_20150714_004471	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Meteoro].
SKILL_20150714_004472	$Causa dano equivalente a 50% do ataque Mágico por nível de atributo ao usar [Eletrocutar] no inimigo congelado.
SKILL_20150714_004473	{memo X}Tem 5% de chance por nível de atributo de [Congelar] o inimigo atingido por [Granizo].
SKILL_20150714_004474	{memo X}Aumenta em 10 por nível de atributo a Evasão ao usar [Meteoro].
SKILL_20150714_004475	{memo X}Aumenta em 5 por nível de atributo a resistência a Fogo, Gelo e Elétrico.
SKILL_20150714_004476	$Chuva: Monções
SKILL_20150714_004477	$Tem chance de dobrar a duração de [Chuva]. Aumenta a chance em 5% por nível de atributo.
SKILL_20150714_004478	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Invocar Familiar].
SKILL_20150714_004479	{memo X}Tem 1% de chance por nível de atributo que a explosão do Demônio Espiritual pela habilidade [Invocar Demônio Espiritual] cause dano aos inimigos por perto.
SKILL_20150714_004480	$Aumenta em 1 por nível de atributo a taxa de recuperação de SP do personagem. 
SKILL_20150714_004481	$Atacar Solo: Redução de Recarga
SKILL_20150714_004482	{memo X}Reduz a recarga de [Atacar Solo].
SKILL_20150714_004483	$Reter: Redução de Recarga
SKILL_20150714_004484	{memo X}Reduz a recarga de [Reter].
SKILL_20150714_004485	$Invocar Salamion: Acender
SKILL_20150714_004486	$Tem chance de causar a condição de Labareda por 10 segundos ao inimigo atacado por Salamion. Aumenta a chance em 2% por nível de atributo.
SKILL_20150714_004487	$Invocar Salamion: Trevas
SKILL_20150714_004488	$Tem chance de causar a condição de Trevas por 10 segundos ao inimigo atacado por Salamion. Aumenta a chance em 2% por nível de atributo.
SKILL_20150714_004489	$Aumenta em 5% o efeito da Taxa de Crítico de [Aceleração] e reduz em 2% a Evasão por nível de atributo.
SKILL_20150714_004490	$Tem 1% de chance por nível de atributo de quando o inimigo afetado por [Reencarnar] morrer e for revivido, surjam 2 inimigos.
SKILL_20150714_004491	{memo X}Aumenta a duração de [Confusão] de Nv 2 por 2 segundos por nível de atributo e depois de usar [Voltar no Tempo], o inimigo que retorna é afetado por [Confusão] durante 6 segundos.
SKILL_20150714_004492	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Colher Cadáver].
SKILL_20150714_004493	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Canhão de Carne].
SKILL_20150714_004494	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Aro de Carne].
SKILL_20150714_004495	{memo X}Tem chance de afetar o inimigo com Deterioração por 30 segundos ao ser atingido por [Canhão de Carne]. Aumenta a taxa em 5% por nível de atributo.
SKILL_20150714_004496	$Criar Shoggoth: Deterioração
SKILL_20150714_004497	{memo X}O inimigo perto de Shoggoth será afetado por Deterioração por 10 segundos. A habilidade permanece por 1 minuto por nível de atributo depois da conjuração de Shoggoth.
SKILL_20150714_004498	$Exumar: Aumento do Alcance
SKILL_20150714_004499	{memo X}$Aumenta o alcance de [Exumar].
SKILL_20150714_004500	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Combustão].
SKILL_20150714_004501	$Cavar: Redução de Recarga
SKILL_20150714_004502	{memo X}$Reduz a recarga de [Cavar].
SKILL_20150714_004503	{memo X}Aumenta por 30 minutos o Ataque Físico e Mágico dos aliados que participaram na masmorra [Despertar de Itens]. Aumenta a taxa de Ataque em 20% por nível de atributo.
SKILL_20150714_004504	$Extração: Poção de Aumento de Bloqueio
SKILL_20150714_004505	$Obter a receita da Poção de Aumento de Bloqueio que pode ser confeccionada com [Extração].
SKILL_20150714_004506	$Extração: Poção de Aumento do Ataque Crítico
SKILL_20150714_004507	$Obter a receita da Poção de Aumento do Ataque Crítico que pode ser confeccionada com [Extração].
SKILL_20150714_004508	$Extração: Poção de Amplificação Mágica
SKILL_20150714_004509	$Obter a receita da Poção de Amplificação Mágica que pode ser confeccionada com [Extração].
SKILL_20150714_004510	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Tiro Múltiplo].
SKILL_20150714_004511	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Tração Total].
SKILL_20150714_004512	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Tiro Oblíquo].
SKILL_20150714_004513	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Tiro Pesado].
SKILL_20150714_004514	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Flechas Gêmeas].
SKILL_20150714_004515	$Aumenta em 1% por nível de atributo a Chance de Crítico de [Tiro Múltiplo].
SKILL_20150714_004516	$Aumenta em 2% por nível de atributo a Chance de Crítico de [Tiro Ajoelhado].
SKILL_20150714_004517	{memo X}$Tem 5% de chance por nível de atributo que ao usar [Passo Veloz] o inimigo atingido por [Tiro Oblíquo] sofra [Lentidão].
SKILL_20150714_004518	{memo X}$Aumenta em 10% por nível de atributo a Taxa de Crítico ao usar [Passo Veloz].
SKILL_20150714_004519	{memo X}$Reduz em 2% por nível de atributo a defesa física do inimigo com [Tração Total].
SKILL_20150714_004520	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Barragem].
SKILL_20150714_004521	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Tiro Perfurante].
SKILL_20150714_004522	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Disparo Crítico].
SKILL_20150714_004523	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Flecha Bomba-Relógio].
SKILL_20150714_004524	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Tiro Ricochete].
SKILL_20150714_004525	$Tem 10% de chance por nível de atributo de repelir o inimigo atingido por [Barragem].
SKILL_20150714_004526	$Tem 3% de chance por nível de atributo que o inimigo atingido por [Tiro Ricochete] sofra [Lentidão].
SKILL_20150714_004527	{memo X}$Flecha Espiral: Atacar Fraqueza
SKILL_20150714_004528	{memo X}$Tem chance de aplicar Crítico ao ataque com [Flecha Espiral] no inimigo sob o efeito de Romper Armadura. Aumenta a chance em 10% por nível de atributo.
SKILL_20150714_004529	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Espalhar Estrepes].
SKILL_20150714_004530	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Disparar Pedra].
SKILL_20150714_004531	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Disparo Rápido].
SKILL_20150714_004532	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Desmantelar].
SKILL_20150714_004533	$Aumenta em 1 segundo por nível de atributo a duração de [Espalhar Estrepes].
SKILL_20150714_004534	$Tem 8% por nível de atributo de sofrer [Sangramento] ao pisar em um estrepe.
SKILL_20150714_004535	$Desmantelar: Desmantelar Estátua
SKILL_20150714_004536	$Permite destruir Esculpir Árvore da Vida do Escultor com [Desmantelar].
SKILL_20150714_004537	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Armadilha Giratória].
SKILL_20150714_004538	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Claymore].
SKILL_20150714_004539	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Estaca Punji].
SKILL_20150714_004540	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Detonar Armadilhas].
SKILL_20150714_004541	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Arame Farpado].
SKILL_20150714_004542	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Bomba Vítima].
SKILL_20150714_004543	{memo X}Reduz em 0,2 segundo e em 1 a quantidade de giros da Tumbleweed de [Armadilha Giratória] por nível de atributo.
SKILL_20150714_004544	{memo X}Aumenta Espalhar em 1 para [Claymore] por nível de atributo. 
SKILL_20150714_004545	{memo X}Quando o inimigo que foi lançado ao ar por [Estaca Punji] cai no chão, ele e os inimigos por perto recebem dano de 50% do Ataque Físico.
SKILL_20150714_004546	$Tem 5% de chance por nível de atributo que o inimigo afetado por [Apontar] sofra [Medo} por 3 segundos.
SKILL_20150714_004547	{memo X}Reduz em 10 por nível de atributo a defesa do inimigo atacado com [Buscar].
SKILL_20150714_004548	$Monstros voadores derrubados com [Apanhar] recebem 20% por nível de atributo de dano adicional dos ataques de Corte e Golpe.
SKILL_20150714_004549	{memo X}$Aumenta em 5% por nível de atributo a velocidade de movimento do Companheiro com [Elogiar].
SKILL_20150714_004550	Mordida: Destruir a mente
SKILL_20150714_004551	$Reduz em 10 por nível de atributo a defesa mágica do inimigo atacado com [Mordida].
SKILL_20150714_004552	$Caçada: Confusão
SKILL_20150714_004553	$Tem chance de confundir o inimigo encontrado com [Caçada]. Aumenta a chance em 10% por nível de atributo.
SKILL_20150714_004554	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Dardo Venenoso].
SKILL_20150714_004555	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Wugong Gu].
SKILL_20150714_004556	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Lançar Pote Gu].
SKILL_20150714_004557	{memo X}Ao remover o [Veneno] com [Desintoxicar] o personagem fica imune a [Veneno] por 2 segundos por nível de atributo.
SKILL_20150714_004558	$Wugong Gu: Infecção Contínua
SKILL_20150714_004559	Aumenta em 1 segundo por nível de atributo a duração da infecção do alvo infectado pelo hospedeiro de [Wugong Gu].
SKILL_20150714_004560	{memo X}Mesmo que o alvo saia do alcance de [Lançar Pote Gu], o [Veneno] permanece por 2 segundos por nível de atributo.
SKILL_20150714_004561	{memo X}Aumenta em 10 por nível de atributo a quantidade máx. de veneno que se pode armazenar com [Pote de Veneno].
SKILL_20150714_004562	{memo X}Jincan Gu: Vitalidade
SKILL_20150714_004563	{memo X}Tem chance de dobrar o tempo de vida dos insetos conjurados por [Jincan Gu]. Aumenta a chance em 5% por nível de atributo.
SKILL_20150714_004564	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Flecha Sibilante].
SKILL_20150714_004565	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Sinalizador].
SKILL_20150714_004566	$Aumenta em 5% por nível de atributo o ataque físico dos aliados dentro do alcance de [Distorção de Perspectiva].
SKILL_20150714_004567	$Aumenta em 1 por nível de atributo a quantidade de inimigos atingidos por [Flecha Sibilante].
SKILL_20150714_004568	$Camuflagem: Saltar
SKILL_20150714_004569	$Permite saltar ao usar [Camuflagem].
SKILL_20150714_004570	$Examinar: Confusão
SKILL_20150714_004571	{memo X}Tem chance de que o inimigo dentro do alcance de [Examinar] sofra Confusão. Aumenta a chance em 10% por nível de atributo.
SKILL_20150714_004572	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Vingança].
SKILL_20150714_004573	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Punhalada pelas Costas].
SKILL_20150714_004574	$Aumenta em 2 segundos por nível de atributo a duração de [Golpe Furtivo].
SKILL_20150714_004575	$Entocar: Dano
SKILL_20150714_004576	Causa dano equivalente ao ataque físico nos inimigos por perto ao remover [Entocar].
SKILL_20150714_004577	$Gás Lacrimogêneo: Aumento do Alcance
SKILL_20150714_004578	{memo X}$Aumenta o alcance de [Gás Lacrimogêneo].
SKILL_20150714_004579	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Golpe Furtivo].
SKILL_20150714_004580	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Flecha Perfurante].
SKILL_20150714_004581	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Flechas Farpada].
SKILL_20150714_004582	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Fogo Cruzado].
SKILL_20150714_004583	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Flecha Mágica].
SKILL_20150714_004584	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Flecha Divina].
SKILL_20150714_004585	$Aumenta em 2 segundos por nível de atributo a duração de [Sangramento] quando o inimigo é atingido por [Golpe Furtivo].
SKILL_20150714_004586	$Flecha Perfurante: Redução de Defesa
SKILL_20150714_004587	{memo X}Aumenta em 2% por nível de atributo a [Redução de Defesa] de [Flecha Perfurante].
SKILL_20150714_004588	{memo X}Tem chance de que o inimigo atingido por [Flecha Mágica] sofra o efeito de [Silenciar]. Aumenta a chance em 10% por nível de atributo.
SKILL_20150714_004589	Aumenta em 20 por nível de atributo o tempo de atividade de [Poleiro].
SKILL_20150714_004590	Chamado: Obtenção
SKILL_20150714_004591	Tem 50% de chance de que o falcão que retorna pelo {Chamado] traga poções ou ervas. 
SKILL_20150714_004592	$Pairando: Duração
SKILL_20150714_004593	$Aumenta em 3 segundos por nível de atributo a duração de [Pairando].
SKILL_20150714_004594	$Pairando: Bônus de Velocidade de Ataque
SKILL_20150714_004595	$O falcão ataca os inimigos mais rápido ao usar [Pairando].
SKILL_20150714_004596	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Tiro Concentrado].
SKILL_20150714_004597	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Caracol].
SKILL_20150714_004598	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Ataque Móvel].
SKILL_20150714_004599	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Retirada].
SKILL_20150714_004600	{memo X}$Maestria de Revólver: Precisão
SKILL_20150714_004601	{memo X}$Aumenta a precisão em 30 por nível de atributo ao usar uma Pistola.
SKILL_20150714_004602	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Cura].
SKILL_20150714_004603	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Curar].
SKILL_20150714_004604	{memo X}Tem 2% de chance por nível de atributo de que o inimigo atingido com [Golpe] sofra o efeito de Atordoar.
SKILL_20150714_004605	$Tem 2% de chance por nível de atributo que ao usar [Curar] você também seja curado.
SKILL_20150714_004606	$Aumenta em 1 segundo por nível de atributo a duração do círculo mágico de [Zona Desprotegida].
SKILL_20150714_004607	$Zona Segura: Aumento do Alcance
SKILL_20150714_004608	{memo X}Aumenta o alcance aplicado por [Zona Segura].
SKILL_20150714_004609	$Santo Guardião: Redução de Dano
SKILL_20150714_004610	$Reduz em 5% por nível de atributo o dano sofrido aplicado pelo [Santo Guardião] do personagem.
SKILL_20150714_004611	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Zaibas].
SKILL_20150714_004612	{memo X}Aumenta em 5 a resistência a Fogo e reduz em 3 a resistência a Escuridão do personagem por nível de atributo.
SKILL_20150714_004613	$Aumenta em 40 segundos por nível de atributo a duração de [Daino].
SKILL_20150714_004614	$Aukuras: Resistência a Fogo
SKILL_20150714_004615	$Aumenta em 14 por nível de atributo a resistência a Fogo do personagem ao usar [Aukuras]. 
SKILL_20150714_004616	$Zalciai: Duração
SKILL_20150714_004617	$Aumenta em 3 segundos por nível de atributo a duração de [Zalciai].
SKILL_20150714_004618	$Zalciai: Amplificação Mágica
SKILL_20150714_004619	$Aumenta em 12 por nível de atributo a amplificação de magia do personagem ao usar [Zalciai].
SKILL_20150714_004620	$Estigma Divino: Duração
SKILL_20150714_004621	$Aumenta em 1 segundo por nível de atributo a duração de [Estigma Divino].
SKILL_20150714_004622	$Melstis: Aumento do Alcance
SKILL_20150714_004623	{memo X}Aumenta o alcance aplicado por [Melstis].
SKILL_20150714_004624	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Aspersão].
SKILL_20150714_004625	$Aumenta em 1% por nível de atributo o dano causado ao inimigo com [Exorcismo].
