QUEST_LV_0100_20150317_000001	Sentinela
QUEST_LV_0100_20160718_015220	I think I'll have to go visit sometime with something nice.{nl}Anyhow, thank you for the hard work. Farewell!
QUEST_LV_0100_20160718_015221	I am collecting the ocean's energy here to create an altar for the goddess.{nl}But the monsters... are causing me trouble.{nl}
QUEST_LV_0100_20160718_015222	Brother Daroul is fighting the monsters off but...{nl}They're just coming in endless waves.{nl}
QUEST_LV_0100_20160718_015223	Would you really do that for me?{nl}I can't express my gratitude enough..{nl}
QUEST_LV_0100_20160718_015224	I happen to have a good idea.{nl}I have something that might be usable as bait for the monsters.{nl}
QUEST_LV_0100_20160718_015225	If you bury the powder in this bag, it'll spread its scent to the surrounding area in a cloud of green smoke.{nl}Then the monsters will gather towards you.{nl}
QUEST_LV_0100_20160718_015226	I'd appreciate it if you could deal with the monsters near the Old Bridge and Kranta Skerries!
QUEST_LV_0100_20160718_015227	I can't offord to lose a chance like this.{nl}Monsters are petty distractions.
QUEST_LV_0100_20160718_015228	Oh no...{nl}I've managed to finish the altar thanks to your help, but a Crabil has appeared!
QUEST_LV_0100_20160718_015229	We've just run away from the Crabil ourselves.{nl}I'm sure that it is attracted by the ocean's energy.{nl}
QUEST_LV_0100_20160718_015230	I can't even go anywhere near the altar, let alone preform the ceremony because of the monster.{nl}It also seems to be getting stronger by the minute thanks to the ocean's energy.{nl}
QUEST_LV_0100_20160718_015231	We'll do our best to stop the altar...{nl}Could you possibly get rid of the Crabil?
QUEST_LV_0100_20160718_015232	I'll stop the altar if you can buy me some time.{nl}Here goes nothing!
QUEST_LV_0100_20160718_015233	Are you alright?{nl}I don't know how I can thank you enough...
QUEST_LV_0100_20160718_015234	My goodness..{nl}The Crabil has ruined all of the offerings that were meant for the goddess.{nl}
QUEST_LV_0100_20160718_015235	We won't be able to offer any of this to the goddess..{nl}This is quite troubling..{nl}
QUEST_LV_0100_20160718_015236	Ah well, I suppose it can't be helped.{nl}Could I possibly ask you to order some coral handicrafts while we repair the altar?
QUEST_LV_0100_20160718_015237	There are some precious corals growing near the Kranta Skerries.{nl}Please provide Joana, the Accessory Merchant of Fedimian with the blue coral for the goods.{nl}
QUEST_LV_0100_20160718_015238	I would normally craft them myself but the situation is less than optimal as you may see...{nl}I know it's a long way to go but I beg of you...
QUEST_LV_0100_20160718_015239	Hello!{nl}Please feel free to take your time!{nl}
QUEST_LV_0100_20160718_015240	Hmm? You've come here to request some coral accessories?{nl}Oh... It's been a long time since I've seen any coral.{nl}
QUEST_LV_0100_20160718_015241	The quality seems to be impecable as well.{nl}All right. I'll do it.
QUEST_LV_0100_20160718_015242	I would normally craft them myself but the situation is less than optimal as you may see...{nl}I know it's a long way to Fedimian, but I beg of you.
QUEST_LV_0100_20160718_015243	However, I also have a request since this is a hard task.{nl}I would prefer to receive some Gapcrab Shell as compensation.{nl}
QUEST_LV_0100_20160718_015244	Of course, I won't receive any that are cracked or dented.{nl}Do you agree to the conditions?
QUEST_LV_0100_20160718_015245	Well then, off you go.{nl}I'll start working assuming that you'll bring me some quality materials.
QUEST_LV_0100_20160718_015246	Gapcrab Shell from the Kranta Skerries.{nl}I won't accept them if they've been damaged too much.
QUEST_LV_0100_20160718_015247	Did you bring the Shell?{nl}
QUEST_LV_0100_20160718_015248	The Shell seems to be in good condition.{nl}I haven't seen such quality Shell for a while now...{nl}
QUEST_LV_0100_20160718_015249	I'll be able to use these to craft great accessories.{nl}Here you go, the coral accessories that you've requested.
QUEST_LV_0100_20160718_015250	Finally... The goddesses have listened to our prayers!{nl}They have been silent for so long..{nl}
QUEST_LV_0100_20160718_015251	This is all thanks to you.{nl}We would have taken so much longer without your help.{nl}
QUEST_LV_0100_20160718_015252	This is only the beginning.{nl}We must gather our strength and prepare for further hardships.{nl}
QUEST_LV_0100_20160718_015253	Thank you so much... for all the help!
QUEST_LV_0100_20160718_015254	Those useless monsters have destroyed the coral that was Goddess Jurate's blessing.{nl}I'd like to make them pay, but I must protect the altar... There is no way that the two of us can...
QUEST_LV_0100_20160718_015255	Please. The monsters found at the Kranta Skerries.{nl}Show them that they can't destroy the coral without getting punished.
QUEST_LV_0100_20160718_015256	Thank you so much.{nl}I'm thinking of tidying the place up once the altar becomes safe.
QUEST_LV_0100_20160718_015257	Hmm... Come to think of it... {nl}It's no use if the monsters come back after they've been driven off.{nl}
QUEST_LV_0100_20160718_015258	So I think that it may be better to just scare them..{nl}Could you possibly be asked to help us once more?{nl}
QUEST_LV_0100_20160718_015259	Please gather the monster's energy after dealing with them.{nl}They won't bother us again if we put it near the Cranto Coast.{nl}
QUEST_LV_0100_20160718_015260	Thank you once again for agreeing to help us.
QUEST_LV_0100_20160718_015261	Remember, monsters from other regions don't count.{nl}Please fill it with the energy from monsters from this region.
QUEST_LV_0100_20160718_015262	You've already filled it with energy?{nl}It would have taken me ages... Well, I won't deny that you've got talent.{nl}
QUEST_LV_0100_20160718_015263	I'll go and bury the talisman since this will only take a moment.{nl}Thank you for helping.
QUEST_LV_0100_20160718_015264	{nl}May the blessings of Goddess Jurate be upon you...
QUEST_LV_0100_20160718_015265	Thank you for helping us get back in touch with Goddess Jurate again.{nl}This was all possible thanks to your help...{nl}
QUEST_LV_0100_20160718_015266	We're thinking of taking care of the altar for a while.{nl}So we want to gather some of the ocean's energy in advance... Could you help us do so?
QUEST_LV_0100_20160718_015267	Go to Sniega Sentry and collect some special stones.{nl}You'll be able to spot which ones are special by spraying them with this divine water and collecting the ones that glow blue.
QUEST_LV_0100_20160718_015268	The stones that glow blue when sprayed by divine water.{nl}I just need those particular stones.
QUEST_LV_0100_20160718_015269	You've returned. Thank you so much.{nl}Let me take a look at the stones.
QUEST_LV_0100_20160718_015270	They all seem to be pristine.{nl}All we have to do is to place these stones where the ocean's energy is the strongest!
QUEST_LV_0100_20160718_015271	Ah, will you do that?{nl}It's near Polybba Marshlands and Sahguma Lagoon.{nl}
QUEST_LV_0100_20160718_015272	If you take a look at where the water is flowing..{nl}You'll easily spot where the ocean's energy gathers.
QUEST_LV_0100_20160718_015273	We'll be fine as long as there is enough energy from the oceans.{nl}I'm sure Goddess Jurate will be pleased as well.{nl}
QUEST_LV_0100_20160718_015274	I think we can finally relax a bit.{nl}The altar will be filled with the ocean's energy about the time when it stabilizes.{nl}
QUEST_LV_0100_20160718_015275	We are in your debt.{nl}I will pray for Goddess Jurate to bless your journey.
QUEST_LV_0100_20160718_015276	Come back anytime if you have any more clues about Ebonypawn.{nl}I will provide you with as much information as I can. Thanks.{nl}
QUEST_LV_0100_20160718_015277	I'll gather the Red Kepa peels.
QUEST_LV_0100_20160718_015278	For Safety
QUEST_LV_0100_20160718_015279	Monsters From the Settlement Clearing
QUEST_LV_0100_20160718_015280	Too Much For One Person
QUEST_LV_0100_20160718_015281	Vanished Glory
QUEST_LV_0100_20160718_015282	I don't think that's needed,
QUEST_LV_0100_20160718_015283	Nice Place to Live
QUEST_LV_0100_20160718_015284	That doesn't sound right.
QUEST_LV_0100_20160718_015285	Protect the Royal Masoleum
QUEST_LV_0100_20160718_015286	Hidden Magic Devices
QUEST_LV_0100_20160718_015287	That doesn't really matter.
QUEST_LV_0100_20160718_015288	Efforts Towards Redemption
QUEST_LV_0100_20160718_015289	Lost Pilgrim
QUEST_LV_0100_20160718_015290	Stay here and rest for a while.
QUEST_LV_0100_20160718_015291	Dangerous Distraction
QUEST_LV_0100_20160718_015292	Good Day to Recover
QUEST_LV_0100_20160718_015293	For What
QUEST_LV_0100_20160718_015294	Hidden Farming Equipment
QUEST_LV_0100_20160718_015295	Can-do Spirit
QUEST_LV_0100_20160718_015296	Habitat
QUEST_LV_0100_20160718_015297	Thinking Ahead
QUEST_LV_0100_20160718_015298	Violent Rampage
QUEST_LV_0100_20160718_015299	Hoping the Goddess Will Recover
QUEST_LV_0100_20160718_015300	Stuffy Colleagues
QUEST_LV_0100_20160718_015301	I can help you a little.
QUEST_LV_0100_20160718_015302	Find the Hidden Artifacts
QUEST_LV_0100_20160718_015303	Observing the Owl (1)
QUEST_LV_0100_20160718_015304	That's going to be difficult, sorry.
QUEST_LV_0100_20160718_015305	Talking about what you heard.
QUEST_LV_0100_20160718_015306	Memories of the Sleeping Owl
QUEST_LV_0100_20160718_015307	I'll hand you the sculpture.
QUEST_LV_0100_20160718_015308	Goddess Jurate's Loremaster (1)
QUEST_LV_0100_20160718_015309	Raising an Altar(1)
QUEST_LV_0100_20160718_015310	I don't think I can help you, sorry.
QUEST_LV_0100_20160718_015311	Raising an Altar (2)
QUEST_LV_0100_20160718_015312	I'll go and help you a bit more.
QUEST_LV_0100_20160718_015313	Raising an Altar (3)
QUEST_LV_0100_20160718_015314	I'll lead them so they won't be able to approach.
QUEST_LV_0100_20160718_015315	That sounds way too dangerous.
QUEST_LV_0100_20160718_015316	Retaking the Altar
QUEST_LV_0100_20160718_015317	I'll get rid of that Crabil.
QUEST_LV_0100_20160718_015318	I need some time to prepare.
QUEST_LV_0100_20160718_015319	Better Offerings
QUEST_LV_0100_20160718_015320	I'm sorry, I don't think I can help you any longer.
QUEST_LV_0100_20160718_015321	What Interests You These Days
QUEST_LV_0100_20160718_015322	Okay, let's do that.
QUEST_LV_0100_20160718_015323	That's too difficult for me.
QUEST_LV_0100_20160718_015324	Ceremony for the Goddess
QUEST_LV_0100_20160718_015325	Winning Favors (1)
QUEST_LV_0100_20160718_015326	I'll drive the monsters away from Kranta Skerries.
QUEST_LV_0100_20160718_015327	I'll do it, but I'm gonna rest for a while first.
QUEST_LV_0100_20160718_015328	Winning Favors (2)
QUEST_LV_0100_20160718_015329	I'll fill the talisman with the energy from monsters.
QUEST_LV_0100_20160718_015330	I have to go do something else, sorry.
QUEST_LV_0100_20160718_015331	Preparing for the Future (1)
QUEST_LV_0100_20160718_015332	I'll think about it.
QUEST_LV_0100_20160718_015333	Preparing for the Future (2)
QUEST_LV_0100_20160718_015334	I'll do it; I'll place the stones.
QUEST_LV_0100_20160718_015335	Sorry, I need to get going now.
QUEST_LV_0100_20160718_015336	Dagger's Owner
QUEST_LV_0100_20160718_015337	I remember experiencing something similar.
QUEST_LV_0100_20160718_015338	I'm curious about it as well.
QUEST_LV_0100_20160718_015339	The Operations Officer seems to have realized something about the Vubbe Cloth. Talk to him again.
QUEST_LV_0100_20160718_015340	The Hunter Master told you that he will acknowledge you as a Hunter if you help him find the books. Search for the books at Vubbe Outpost as the Hunter Master told you.
QUEST_LV_0100_20160718_015341	The Hunter Master says that the Quarel Shooter Master may be interested in trading the book for tough Glizardon leather. Go to Tenet Church B1 next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Bring back the Glizardon leather from there.
QUEST_LV_0100_20160718_015342	The Archer Master, who is currently fixing the wall, has the next book. Collect boulders from the entrance of Crystal Mines next to the Miners' Village for the Archer Master.
QUEST_LV_0100_20160718_015343	The Quarrel Shooter Master has requested that you help find some books. First, go to the Miners' Village past East Siauliai Woods. Then look for the book at the Vubbe Outpost as the Quarrel Shooter Master mentioned.
QUEST_LV_0100_20160718_015344	You have obtained the book from the Hunter Master. Return to the Quarrel Shooter Master for the next book.
QUEST_LV_0100_20160718_015345	The Quarrel Shooter Master says that you can obtain the next book from the Archer Master who is currently repairing the wall. Go to the Miners' Village past East Siauliai Woods and collect boulders for the Archer Master.
QUEST_LV_0100_20160718_015346	The Archer Master has requested help in order to find the book. Go to the Miners' Village past East Siauliai Woods. Next, go to the Vubbe Outpost and look for the book there as the Archer Master mentioned.
QUEST_LV_0100_20160718_015347	The Archer Master says that the Quarel Shooter Master may be interested in trading the book for tough Glizardon leather. Go to Tenet church next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Bring back the Glizardon leather from there.
QUEST_LV_0100_20160718_015348	The Ranger Master has requested help in order to find the book. Go to the Miners' Village past East Siauliai Woods. Next, go to the Vubbe Outpost and look for the book there as the Archer Master mentioned.
QUEST_LV_0100_20160718_015349	The Ranger Master says that the Quarel Shooter Master may be interested in trading the book for tough Glizardon leather. Go to Tenet church next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Bring back the Glizardon leather from there.
QUEST_LV_0100_20160718_015350	First, go to the Miners' Village past East Siauliai Woods. Then look for boulders in the area mentioned by the Ranger Master.
QUEST_LV_0100_20160718_015351	Go to the basement of Tenet Church next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Then obtain Coarse Bark from the Yognomes there in exchange for the Peltasta Master's cooperation.
QUEST_LV_0100_20160718_015352	The Peltasta Master has given you one mission. Go to the basement of Tenet Church next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Then obtain Glizardon Black Claws from that area.
QUEST_LV_0100_20160718_015353	Go to Tenet Garden next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Then, install the Pot of Fire next to the monsters that can be found there in order to collect the energy of fire.
QUEST_LV_0100_20160718_015354	The Cyromancer wishes that you will help find a book. Go to the Miners' Village past East Siauliai Woods. Then seek out the Mayor of the Miners' Village and ask about where the book might be.
QUEST_LV_0100_20160718_015355	The Swordman Master wishes to gain insight to advancing his skills. Go to the basement of Tenet Church next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Then learn what the Swordman Master was trying to express by defeating the Glizardons there.
QUEST_LV_0100_20160718_015356	The Priest Master wishes to prove sincerity to the goddess. Go to the Miners' Village past East Siauliai Woods. Then find the possessed soldier in Miners' Village and perform an exorcism.
QUEST_LV_0100_20160718_015357	Go to Tenet Church next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village in order to obtain the ingredients requested by the Wizard Master. You will be able to obtain Galok Fur from the ground floor, Egnome Fragments from the second floor and Glizardon Horns from the 1st basement floor.
QUEST_LV_0100_20160718_015358	The Cleric Master has requested help curing the patients. Cure the patients after obtaining Divine Water from the Priest and Krivis Masters.
QUEST_LV_0100_20160718_015359	You have obtained Divine Water from the Priest and Krivis Masters. Go to the Miners' Village past East Siauliai Woods and cure the patients there.
QUEST_LV_0100_20160718_015360	Talk to Stonemason Canolyn
QUEST_LV_0100_20160718_015361	You have met a very perplexed looking Stonemason Canolyn. Talk to Stonemason Canolyn.
QUEST_LV_0100_20160718_015362	Report back to Stonemason Canolyn
QUEST_LV_0100_20160718_015363	It seems as if you have reduced a fair amount of Cockatrices. Report back to Stonemason Canolyn.
QUEST_LV_0100_20160718_015364	Stonemason Canolyn says that her equipment has been stolen by monsters. Talk to her again.
QUEST_LV_0100_20160718_015365	Unfortunately, there is no equipment box. Go back to Stonemason Canolyn.
QUEST_LV_0100_20160718_015366	Collecting Cockat Tails
QUEST_LV_0100_20160718_015367	Tara Miles says that the Cockat is already dying and wants to have it's tail. Obtain the Cockat tail from the other side of the Camp of Apiarists.
QUEST_LV_0100_20160718_015368	Hand the Cockat tail to Tara Miles
QUEST_LV_0100_20160718_015369	You seem to have obtained enough Cockat tails. Go back to Tara Miles.
QUEST_LV_0100_20160718_015370	Obtain Cockat tails
QUEST_LV_0100_20160718_015371	As proof of your sincerety, the Priest Master wants you to collect
QUEST_LV_0100_20160718_015372	. Head to the Miners' Village after passing through East Siauliai Woods. Then, defeat the Vubbes near the Miners' Village and collect
QUEST_LV_0100_20160718_015373	.
QUEST_LV_0100_20160718_015374	The Krivis Master says that the Krivis brother that had been transporting the Holy Relic has disappeared. Go to the Miners' Village past East Siauliai Forest. Then try looking for the missing Krivis brother there.
QUEST_LV_0100_20160718_015375	Collect Red Keppa Peels from the Miners' Village
QUEST_LV_0100_20160718_015376	The Swordman Master has asked you to prove that you are worthy of using a sword. Go to the Miners' Village past East Siauliai Forest. Then deal with the Red Kepas to obtain their peels.
QUEST_LV_0100_20160718_015377	You have collected all of the required Red Kepa peels. Give the peels to the Swordman Master.
QUEST_LV_0100_20160718_015378	Obtain Red Kepa Peels
QUEST_LV_0100_20160718_015379	Defeat Red Kepa
QUEST_LV_0100_20160718_015380	The Wizard Master is emphasizing the importance of tenacity. Go to the Miners' Village past East Siauliai Forest. Then deal with the Red Kepa there before returning to the Wizard Master.
QUEST_LV_0100_20160718_015381	You have dealed with all the Red Kepa. Go back and report to the Wizard Master.
QUEST_LV_0100_20160718_015382	Defeat Jukopus to Obtain their Cores
QUEST_LV_0100_20160718_015383	The Archer Master wishes to test your skills to see if you are worthy. Go to the Miners' Village past East Siauliai Forest. Defeat the Jukopus there to obtain their cores.
QUEST_LV_0100_20160718_015384	You have collected enough Jukopus cores. Give them to the Archer Master.
QUEST_LV_0100_20160718_015385	Obtain Jukopus Cores
QUEST_LV_0100_20160718_015386	The Cleric Master says that you will be able to advance your skills further through servitude. Go to the Miners' Village past East Siauliai Forest. Defeat the Vubbes near the Miners' Village and collect green ointment.
QUEST_LV_0100_20160718_015387	You can barely see someone. Try talking to him.
QUEST_LV_0100_20160718_015388	Go to Tenet Church next to Gele Plateau by passing Srautas Gorge that is beyond the Miners' Village. Then, collect Pawndel Soul Crystals and Pawnd Mind Crystals from the ground floor.
QUEST_LV_0100_20160718_015389	Defeat Jukopus near the Miners' Village
QUEST_LV_0100_20160718_015390	You must pass a test to become a Peltasta. Go to the Miners' Village past East Siauliai Forest and defeat the Jukopus there.
QUEST_LV_0100_20160718_015391	You have dealed with all of the Jukopus. Go and report to the Peltasta Master.
QUEST_LV_0100_20160718_015392	Defeat the Vubbe at the Miners' Village.
QUEST_LV_0100_20160718_015393	You must pass a test to become a Highlander. Go to the Miners' Village past East Siauliai Forest and defeat the Vubbe there.
QUEST_LV_0100_20160718_015394	Defeat the Vubbe at the Miners' Village.
QUEST_LV_0100_20160718_015395	The Pyromancer says that you will be allowed to learn if you help the research. Go and help the Bokor Master who is currently cooperating with the Pyromancer Master on a research project.
QUEST_LV_0100_20160718_015396	You've found a villager, but they appear to be wounded. Ask the villager what happened.
QUEST_LV_0100_20160718_015397	Find a lens from the Miners' Village
QUEST_LV_0100_20160718_015398	The Quarrel Shooter says that he is looking for the telescope that used to be at the Astral Tower and has learned something about the whereabouts of its lens. Try finding the lens at the Miners' Village past the East Siauliai Forest.
QUEST_LV_0100_20160718_015399	Collect Vubbe Poison Samples
QUEST_LV_0100_20160718_015400	The Ranger Master mentioned an assassin by the name of Ebonypawn and wants to have a sample of his poison. Go to the Miners' Village past East Siauliai Forest and collect poison samples from the Vubbe there.
QUEST_LV_0100_20160718_015401	Obtain %s by Defeating Vubbe
QUEST_LV_0100_20160718_015402	Gustas says that only the final seal remains but is worried about a dangerous presence. Break the seal left of the Collapsed Sanctum. You should also be wary of monster attacks.
QUEST_LV_0100_20160718_015403	The Ranger Sub-master wishes that the Rangers will help the people by participating in the reconstruction of Orsha. Go to Koru Jungle past the Woods of the Linked Bridges and Paupys Crossing. You will be able to find stones that can be used to reconstruct Orsha there.
QUEST_LV_0100_20160718_015404	The Sapper Sub-master is researching new Sapper techniques. Go to Koru Jungle past the Woods of the Linked Bridges and Paupys Crossing. You will be able to find some stones there that can be used for research purposes.
QUEST_LV_0100_20160718_015405	Joana seems to know something about this sculpture. Talk to Joana about the sculpture.
QUEST_LV_0100_20160718_015406	Agent Moren seems to know something. Try talking to him.
QUEST_LV_0100_20160718_015407	Go and check the purifier on the 3rd floor of Crystal Mine.
QUEST_LV_0100_20160718_015408	It seems as if the purifier does not have sufficient power. Go to the Emergency Power Source with the magic crystal and charge it before giving power to the purifier.
QUEST_LV_0100_20160718_015409	You have charged the crystal with sufficient power. Go back to the purifier on the 3rd floor and provide it with power.
QUEST_LV_0100_20160718_015410	Vigia Molly at Srautas Gorge is waiting for your help.
QUEST_LV_0100_20160718_015411	Vigia Molly thinks that the reason behind the strange behavior of the Pantos is the Sugar Beets that they enjoy eating. Get rid of the Sugar Beets like Molly suggested.
QUEST_LV_0100_20160718_015412	You have removed enough Plateau Sugar Beets. Report back to Vigia Molly.
QUEST_LV_0100_20160718_015413	Vigia Molly is waiting for someone's help at Gele Plateau.
QUEST_LV_0100_20160718_015414	Dealing with Nearby Monsters
QUEST_LV_0100_20160718_015415	Vigia Molly requires monster information in order to effectively use Shaman Dolls on Gele Plateau. Defeat Spion Archers, Leaflies and Mali in order to deal with the new monsters to give Molly advice.
QUEST_LV_0100_20160718_015416	This should be enough information for Molly. Go back and tell Molly what you have learned about the monsters.
QUEST_LV_0100_20160718_015417	Priest Draznie is looking for help in Ashaq Underground Prison 2F.
QUEST_LV_0100_20160718_015418	Priest Draznie has asked you to collect some traps she set up a long time ago. According to her, most traps are set up in the Waiting Room and the Supply Room.
QUEST_LV_0100_20160718_015419	You have collected a large number of malfunctioning traps. Take them to Priest Draznie.
QUEST_LV_0100_20160718_015420	Priest Gelija is waiting for help in Ashaq Underground Prison 3F
QUEST_LV_0100_20160718_015421	Priest Gelija has asked you to clear out the Varvs that have been terrorizing the priests in Ashaq Underground Prison. They are often found at the Felon Prison.
QUEST_LV_0100_20160718_015422	You have cleared out enough Varvs. Report to Gelija.
QUEST_LV_0100_20160718_015423	A traveling merchant in Koru Jungle is waiting for help.
QUEST_LV_0100_20160718_015424	Deliver the Blue Coal to the Merchant
QUEST_LV_0100_20160718_015425	You have collected enough blue coal. Deliver it to the merchant.
QUEST_LV_0100_20160718_015426	Seguidor Vaidutis on the Ground Floor of Tenet Church is waiting for help.
QUEST_LV_0100_20160718_015427	Collect Orb Crystals
QUEST_LV_0100_20160718_015428	Seguidor Vaidutis asked you to collect orb crystals in order to craft a Holy Stone to complete his mission. You can find orb crystals near the Worship Anteroom and Nuosirdum Chapel.
QUEST_LV_0100_20160718_015429	Report back to Seguidor Vaidutis
QUEST_LV_0100_20160718_015430	You have collected sufficient amounts of orb crystals. Take them to Seguidor Vaidutis.
QUEST_LV_0100_20160718_015431	Historian Kepeck is waiting for help on Apvija Hill.
QUEST_LV_0100_20160718_015432	Historian Kepeck says that he has nothing to protect him. Defeat monsters from the surrounding area to keep him safe.
QUEST_LV_0100_20160718_015433	Report back to Historian Kepeck
QUEST_LV_0100_20160718_015434	You have dealed with enough monsters. Go back to Kepeck.
QUEST_LV_0100_20160718_015435	Talk to Historian Grenus
QUEST_LV_0100_20160718_015436	Historian Grenus is waiting for help at the Gateway of the Great King.
QUEST_LV_0100_20160718_015437	Find Worn Ancient Scriptures
QUEST_LV_0100_20160718_015438	Historian Grenus wishes to produce some research results by excavating relics at the Gateway of the Great King. Look for Worn Ancient Scriptures from the excavation site while he takes a rest.
QUEST_LV_0100_20160718_015439	Report back to Historian Grenus
QUEST_LV_0100_20160718_015440	You have collected sufficient Worn Ancient Scriptures. Take them to Historian Grenus even if you don't think they are worth much.
QUEST_LV_0100_20160718_015441	Talk to Epigrafista Deltlan
QUEST_LV_0100_20160718_015442	Epigrafista Deltlan is waiting for help at Overlong Bridge Valley.
QUEST_LV_0100_20160718_015443	Epigrafista Deltlan has asked you to deal with the monsters from the surrounding area so that he can carry on with his research.
QUEST_LV_0100_20160718_015444	Report back to Epigrafista Deltlan
QUEST_LV_0100_20160718_015445	You have dealed with enough monsters. Go back to Epigrafista Deltlan.
QUEST_LV_0100_20160718_015446	Fiel Kazis is waiting for help at Kvailas Forest.
QUEST_LV_0100_20160718_015447	Defeat monsters at Kvailas Forest
QUEST_LV_0100_20160718_015448	Fiel Kazis desperately wishes for the defiled forest to be cleansed of demons. Deal with demons in the surrounding area to make his wish come true.
QUEST_LV_0100_20160718_015449	Report back to Fiel Kazis
QUEST_LV_0100_20160718_015450	You have defeated enough monsters at Kvailas Forest. Report back to Fiel Kazis.
QUEST_LV_0100_20160718_015451	Fiel Bronius is waiting for help at Kvailas Forest.
QUEST_LV_0100_20160718_015452	Cleansing the Defiling Energies
QUEST_LV_0100_20160718_015453	Fiel Bronius wishes to cleanse Kvailas Forest of the demon energy that is defiling it. Let's cleanse Kvailas Forest of the demon's energy.
QUEST_LV_0100_20160718_015454	Report Back to Fiel Bronius
QUEST_LV_0100_20160718_015455	You have cleansed enough of the defiling energies. Report back to Fiel Bronius.
QUEST_LV_0100_20160718_015456	Tess, who is alone in Knidos Jungle, is waiting for hlep.
QUEST_LV_0100_20160718_015457	Collect Lapasape Wand Fragments
QUEST_LV_0100_20160718_015458	Collect Lapasape wand fragments to show that you have dealed with Lapasape Mages in order to calm Tess.
QUEST_LV_0100_20160718_015459	Take the Fragments to Tess
QUEST_LV_0100_20160718_015460	You have collected enough Lapasape wand fragments. This should be enough to calm Tess a bit. Go back to Tess.
QUEST_LV_0100_20160718_015461	Herbalist Talas is waiting for help at Dadan Jungle.
QUEST_LV_0100_20160718_015462	Collect Dry Dadania Leaves
QUEST_LV_0100_20160718_015463	Herbalist Talas has become injured by a trap after coming to collect dry Dadania leaves at Badoca Hill. Go find dry Dadania leaves from Dadania bushes at Badoca Hill for Talas.
QUEST_LV_0100_20160718_015464	Report back to Herbalist Talas
QUEST_LV_0100_20160718_015465	You have collected sufficient dry Dadania leaves. Report back to Herbalist Talas.
QUEST_LV_0100_20160718_015466	The Gloomy Owl sculpture at Karolis Springs is waiting for someone.
QUEST_LV_0100_20160718_015467	Rescue Spirits Taken by the Monsters
QUEST_LV_0100_20160718_015468	The Gloomy Owl sculpture says that the monsters near Duokliu Hall have swallowed all of the spirits it is supposed to lead. Find and deal with the monsters that have swallowed the spirits to free them.
QUEST_LV_0100_20160718_015469	Report back to the Gloomy Owl Sculpture
QUEST_LV_0100_20160718_015470	You have freed a great deal of spirits. Go back and report to the Gloomy Owl Sculpture.
QUEST_LV_0100_20160718_015471	Free the Swallowed Spirits
QUEST_LV_0100_20160718_015472	Talk to the Frail Owl Sculpture
QUEST_LV_0100_20160718_015473	The Frail Owl sculpture at Letas Stream is waiting for help.
QUEST_LV_0100_20160718_015474	Retreiving Fading Spirits
QUEST_LV_0100_20160718_015475	The Frail Owl sculpture asked you to bring back the fading spirits that ran away because of the monsters.
QUEST_LV_0100_20160718_015476	Return to the Frail Owl sculpture
QUEST_LV_0100_20160718_015477	Acquired enough fading spirits. Go back to the Frail Owl sculpture.
QUEST_LV_0100_20160718_015478	The Mayor's granddaughter of Pelke Shrine Ruins is waiting for help.
QUEST_LV_0100_20160718_015479	The Mayor's granddaughter has asked you to collect antidote samples after defeating Merog Stingers.
QUEST_LV_0100_20160718_015480	Report Back to the Mayors' Granddaughter
QUEST_LV_0100_20160718_015481	You have collected enough antidote samples. Return to the Mayor's granddaughter.
QUEST_LV_0100_20160718_015482	Assistant Airine at Akmens Ridge is waiting for help.
QUEST_LV_0100_20160718_015483	Assistant Airine says that she will stay with Archeologist Dezic until he recovers. Help Airine nurse Dezic back to health safely by dealing with the monsters nearby.
QUEST_LV_0100_20160718_015484	Report back to Assistant Airine
QUEST_LV_0100_20160718_015485	You have defeated enough monsters for Assistant Airine to be safe. Go back to Airine.
QUEST_LV_0100_20160718_015486	Talk to Settler Rodonas
QUEST_LV_0100_20160718_015487	Settler Rodonas from Gytis Settlement is waiting for help.
QUEST_LV_0100_20160718_015488	Settler Rodonas says that he is unable to establish the settlement because there are too many monsters. Help Rodonas by defeating monsters near Bandrass Forkroad.
QUEST_LV_0100_20160718_015489	Report back to Settler Rodonas
QUEST_LV_0100_20160718_015490	You have dealed with monsters near Bandrass Forkroad as Settler Rodonas requested. Report back to Settler Rodonas.
QUEST_LV_0100_20160718_015491	Talk to the Tired Soldier
QUEST_LV_0100_20160718_015492	The Tired Soldier is waiting for help near Zachariel Crossroads.
QUEST_LV_0100_20160718_015493	Obtain Dirty Pouches
QUEST_LV_0100_20160718_015494	The Tired Soldier says that he has been ordered to obtain dirty pouches from the monsters. Defeat the monsters near Zachariel Crossroads and bring the Tired Soldier Filthy Parcels that may contain something of worth.
QUEST_LV_0100_20160718_015495	Report to the Tired Soldier
QUEST_LV_0100_20160718_015496	You have collected a sufficient amount of dirty pouches. Go back to the Tired Soldier.
QUEST_LV_0100_20160718_015497	Talk with the Royal Mausoleum Guardian
