UI_20150317_000001		{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}				
UI_20150317_000002	{@st43}Lista de Atributos {/}
UI_20180629_003238	{@st59}Cabelos e Tinturas{/}
UI_20180629_003239	{@st59}Toys{/}
UI_20180629_003240	{@st66}{s18}Provar{/}
UI_20180629_003241	{@st41b}{s17}Acessório
UI_20180629_003242	Você pode ocultar/ mostrar todos os seus Acessórios atualmente equipados.
UI_20180629_003243	   TP Atual{/}
UI_20180629_003244	   TP Restante{/}
UI_20180629_003245	Agora vestindo
UI_20180629_003246	{@st59}Fechar.{/}
UI_20180629_003247	{@st66b}TP atual
UI_20180629_003248	{@st66b}Lista de Compras
UI_20180629_003249	{@st66}- Hair Coupons
UI_20180629_003250	{@st66}- Dye Coupons
UI_20180629_003251	{@st66b}{#a70000}Total
UI_20180629_003252	{@st66}{s18}Comprar todos os itens listados?
UI_20180629_003253	{ol}Abra a lista de cupons.
UI_20180629_003254	{@st66b}TP Restante
UI_20180629_003255	{@st66d}Para o Shop{/}
UI_20180629_003256	{@st66d}Comprar{/}
UI_20180629_003257	{s17}Lista de cupons
UI_20180629_003258	{@st66b}Usar
UI_20180629_003259	{@st43}Barber Shop Coupon Book
UI_20180629_003260	Exchange Stamps
UI_20180629_003261	※{b}{ol}{#c21917}Stamps are consumed when you exchange them.{/}{/}{/}{nl}Each type of coupon consumes a different number of stamps.
UI_20180629_003262	{img barbershop_couponbook_stamp 30 30} %s stamps
UI_20180629_003263	{@st59}Fechar.{/}
UI_20180629_003264	{@st43}Mudar Visual das Armas{/}
UI_20180629_003265	{@st66b}Potencial Atual
UI_20180629_003266	{@st42}Materiais
UI_20180629_003267	{@st42}Visual para Trocar
UI_20180629_003268	{@st42}Manter Potencial
UI_20180629_003269	{img silver 20 20}Preço
UI_20180629_003270	Se desmarcar, o Potencial do seu item será reduzido,{Nl}porém não consumirá Silver.
UI_20180629_003271	Por favor registre um núcleo ou uma arma que você deseja manter a aparência.
UI_20180629_003272	{@st43b}{s20}OK
UI_20180629_003273	Update message board.
UI_20180629_003274	Loja de Despertar
UI_20180629_003275	{@st42}Close
UI_20180629_003276	{@st42}Despertar
UI_20180629_003277	Material
UI_20180629_003278	{@st42}Abrir Loja
UI_20180629_003279	{@st41d}{b}{ol}{s14}{img icon_item_silver 22 22}Silver Adquirido: %s%s
UI_20180629_003280	{#fde43f}{b}{ol}{s14}EXP de Char ganha: %s
UI_20180629_003281	{#fde43f}{b}{ol}{s14}EXP de Classe ganha: %s
UI_20180629_003282	Artisan Magnifier
UI_20180629_003283	Re-identifique
UI_20180629_003284	{@st66}{s16}{nl}Selecionar
UI_20180629_003285	{@st41b}{s18}Lupas Atuais: %s
UI_20180629_003286	{@st66}{s18}Consome Artisan Magnifier x%s.
UI_20180629_003287	Mysterious Magnifier
UI_20180629_003288	{@st66}{s18}Consome Mysterious Magnifier x%s.
UI_20180629_003289	{@st43}Cube List{/}
UI_20180629_003290	Quantidade
UI_20180629_003291	{@st41b}{s16}{nl}Adicionar
UI_20180629_003292	{s22}%s defeated
UI_20180629_003293	{s22}%s points
UI_20180629_003294	{s26}%s Badges
UI_20180629_003295	Ranking
UI_20180629_003296	{@st66b}Last Week 
UI_20180629_003297	{@st59}See last week's ranking.{/}
UI_20180629_003298	{@st66b}This Week 
UI_20180629_003299	{@st59}See this week's ranking. Updated every hour.{/}
UI_20180629_003300	{@st59}Close solo dungeon ranking.{/}
UI_20180629_003301	Remnants of Bernice Ranking
UI_20180629_003302	{@st66d}Prêmios
UI_20180629_003303	{@st66b}TOP 10 ranking players get {#003997}"Dimensional Incense Burner"{/} items from the previous week's rankings.{nl}Players who participated in the season receive a set of {#003997}"Dimensional Potion"{/} according to their score.{nl} {nl}{s13}Seasons start every Monday at 06:00 (server time).
UI_20180629_003304	{@st66b}Swordsman
UI_20180629_003305	{@st66b}Wizard
UI_20180629_003306	{@st66b}Archer
UI_20180629_003307	{@st66b}Cleric
UI_20180629_003308	{@st66d}See Last Week's Rewards
UI_20180629_003309	Guild
UI_20180629_003310	Classe
UI_20180629_003311	Maior Estágio
UI_20180629_003312	Monstros Derrotados
UI_20180629_003313	Maior Estágio: %s
UI_20180629_003314	Maior Monstros Derrotados: %s
UI_20180629_003315	Maior Ranking: %s
UI_20180629_003316	Estágio Atual: %s
UI_20180629_003317	Monstros Derrotados: %s
UI_20180629_003318	Rank Atual: %s
UI_20180629_003319	{@st66b}{s16}Todos
UI_20180629_003320	{@st66b}{s16}Wizard
UI_20180629_003321	{@st66b}{s16}Wizard
UI_20180629_003322	{@st66b}{s16}Archer
UI_20180629_003323	{@st66b}{s16}Cleric
UI_20180629_003324	Retornando em breve
UI_20180629_003325	{@st42}{s18}{nl}Sair{nl}
UI_20180629_003326	Wig Dye
UI_20180629_003327	Current Qtt
UI_20180629_003328	Important {img tip_questionmark 20 20}
UI_20180629_003329	Please unequip all your equipment first.{nl}Basic class costumes change gender automatically.{/}{nl}{@st67}{#fe7e00}{b}Gendered premium costumes{nl}will no longer fit your character after the gender switch.{/}
UI_20180629_003330	{@st66b}Ver apenas Nome do Time{/}
UI_20180629_003331	{@st66b}Ver nome do Grupo{/}
UI_20180629_003332	{@st66b}Ver nome dos Jogadores{/}
UI_20180629_003333	{@st66b}Ver HP/SP abaixo do Char{/}
UI_20180629_003334	{@st66b}Nome Item Obtido{/}
UI_20180629_003335	{@st66b}Mensagem de Silver Ganho{/}
UI_20180629_003336	{@st66b}Mensagem de EXP Ganho{/}
UI_20180629_003337	{@st66b}Ver nome das Invocações{/}
UI_20180629_003338	{@st66b}Ver Alcance{/}
UI_20180629_003339	{@st66b}Tamanho da UI da Flauta (%s){/}
UI_20180629_003340	{@st66b}Escutar flauta dos outros{/}
UI_20180629_003341	{@st59}Desmarque se você não quiser ouvir as flautas de outros personagens.{/}
UI_20180629_003342	{@st66b}Ver taxa de frames (FPS){/}
UI_20180629_003343	{@st59}Displays current fps.{/}
UI_20180629_003344	{@st66b}Premium{/}
UI_20180629_003345	{@st66b}Cosmético{/}
UI_20180629_003346	{@st43}Entrar no Beauty Shop{/}
UI_20180629_003347	{s14}Beauty Shop Teste
UI_20180629_003348	Câmera Fixa
UI_20180629_003349	Cancelar Câmera Fixa
UI_20180629_003350	Abrir Loja de Cabelos (F)
UI_20180629_003351	Abrir Loja de Cabelos (M)
UI_20180629_003352	Loja de Cabelos - Lista (F)
UI_20180629_003353	Loja de Cabelos - Lista (M)
UI_20180629_003354	Equipar Visualizar_TODOS
UI_20180629_003355	Equipar Visualizar_CABELO
UI_20180629_003356	Equipar Visualizar_VISUAL
UI_20180629_003357	Abrir Loja de Visuais (F)
UI_20180629_003358	Abrir Loja de Visuais (M)
UI_20180629_003359	Loja de Visuais - Lista (F)
UI_20180629_003360	Loja de Visuais - Lista (M)
UI_20180629_003361	Abrir Lista Simples
UI_20180629_003362	Config simples de lista
UI_20180629_003363	Abrir Loja de Perucas (F)
UI_20180629_003364	Abrir Loja de Perucas (M)
UI_20180629_003365	Loja de Perucas - Lista (F)
UI_20180629_003366	Loja de Perucas - Lista (M)
UI_20180629_003367	Abrir outros
UI_20180629_003368	Lista de Outros
UI_20180629_003369	Teste de Compra
UI_20180629_003370	{@st66}{nl}Apagar Char
UI_20180629_003371	{@st66}{nl}Mover Lodge
UI_20180629_003372	{@st66}{nl}Novo Personagem
UI_20180629_003373	Não é possível alterar a aparência
UI_20180629_003374	Básico{/}
UI_20180629_003375	{#003997}{b}Estágio Completo: %s
UI_20180629_003376	{ol}Add ao Carro
UI_20180629_003377	Current Items
UI_20180629_003378	{@st41b}{S16}%s% Cupom de Desconto
UI_20180629_003379	{@st41b}{s16}{nl}Trocar
UI_20180704_003380	Por favor registre um Material de Aparência ou itens equivalentes.
UI_20180723_003381	{@st42}{s20}Prêmios da Vitória
UI_20180723_003382	Data da Captura
UI_20180723_003383	Recompensas
UI_20180723_003384	> As recompensas de vitória são aplicadas 1 hora após o final de cada sessão GTW. {Nl} > Apenas o Mestre da Guilda pode retirar essas recompensas. Os itens são enviados para o seu Armazenamento da Guilda.
UI_20180723_003385	{@st41b}{s16}Prêmios da Vitória
UI_20180723_003386	{@st42}{s16}Receber
UI_20180809_003387	{@st41b}Abrir Voucher
UI_20180827_003388	{@st59}Mensagens do Sistema{/}	{@st59}시스템 메시지{/}			
UI_20180827_003389	{@st59}Mensagens de Combate{/}	{@st59}전투 메시지{/}			
UI_20180827_003390	{@st42}{s18}Configurar Chat	
UI_20180827_003391	Tela	화면			
UI_20180827_003392	Ver Alertas de Login	접속 알림 표시			
UI_20180827_003393	Config. Mensagens de Combate	전투 메시지 설정			
UI_20180827_003394	Dano Recebido	입은 피해			
UI_20180827_003395	Dano Causado	가한 피해			
UI_20180827_003396	Uso de Skill
UI_20180827_003397	Morte/respawn	사망/부활			
UI_20180827_003398	Morte do Grupo/respawn	파티원의 사망/부활			
UI_20180827_003399	Max. nível de personagem	최고 캐릭터 레벨			
UI_20180827_003400	{@st59}Solicite novamente os dados do slot rápido.{/}	{@st59}퀵슬롯 정보를 다시 요청합니다.{/}			
UI_20180827_003401	{@st66b18}Receber	{@st66b18}완료			
UI_20180827_003402	{@st66b18}Vender	{@st66b18}판매			
UI_20180827_003403	{@st66b18}Comprar	{@st66b18}구매			
UI_20180827_003404	{@st66b}{s18}Categoria	{@st66b}{s18}카테고리			
UI_20180827_003405	{@st66b}{s18}Nome{/}	{@st66b}{s18}이름{/}			
UI_20180827_003406	{@st66b}{s18}Level{/}	{@st66b}{s18}레벨{/}			
UI_20180827_003407	{@st66b}{s18}Preço{/}	{@st66b}{s18}단가{/}			
UI_20180827_003408	{@st66b}{s18}Quantidade{/}	{@st66b}{s18}구매 개수{/}			
UI_20180827_003409	{@st66b}{s18}Valor total{/}	{@st66b}{s18}총 금액{/}			
UI_20180827_003410	{@st66b}{s18}Stats{/}	{@st66b}{s18}능력치{/}			
UI_20180827_003411	{@st66b}{s18}Sockets{/}	{@st66b}{s18}소켓{/}			
UI_20180827_003412	{@st66b}{s18}Potencial{/}	{@st66b}{s18}포텐셜{/}			
UI_20180827_003413	{@st66b}{s18}Quantidade{/}	{@st66b}{s18}금액{/}			
UI_20180827_003414	{@st66b}{s18}Enchant Stats{/}	{@st66b}{s18}인챈트 옵션{/}			
UI_20180827_003415	{@st66b}{s18}Roasting Level{/}	{@st66b}{s18}로스팅 레벨{/}			
UI_20180827_003416	{@st66b}{s18}EXP{/}
UI_20180827_003417	{@st66b}{s18}Quantidade{/}
UI_20180827_003418	{@st66b}{s18}Materiais{/}
UI_20180827_003419	{@st43b}{s18}Detalhes{/}
UI_20180827_003420	{@st66b}{s18}Valor total{/}
UI_20180827_003421	{@st66b}{s18}Período de Espera{/}
UI_20180827_003422	{@st66b}{s18}Status{/}	{@st66b}{s18}상태{/}			
UI_20180827_003423	Receber {#002d93}%s Silver{/}{/} pela venda do {#8e0000}[%s%s]{/}{/} {#8e0000}x[%s]{/}{/}?	
UI_20180827_003424	{@st41b}Receber	{@st41b}받기			
UI_20180827_003425	Retirar {#8e0000}[%s%s]{/} {#8e0000}x[%s]{/}?	
UI_20180827_003426	Retirar Todos?
UI_20180827_003427	{@st41b}Lista de Itens			
UI_20180827_003428	Por favor, registre um item.	
UI_20180827_003429	{@st66d}Registrar Item	
UI_20180827_003430	{@st66b}Preço Máx.{img green_up_arrow 12 12}{/}	
UI_20180827_003431	{@st66b}Preço Min.{img red_down_arrow 12 12}{/}	
UI_20180827_003432	{@st66b}Menor Preço{/}		
UI_20180827_003433	{@st66b}{s14}(%s Silver por unidade)		
UI_20180827_003434	{@st66}Taxa de Registro:	
UI_20180827_003435	{@st66}Preço Total:		
UI_20180827_003436	{@st66}Taxas de Mercado: 
UI_20180827_003437	{@st66}Quantidade final: 	
UI_20180827_003438	{@st66}%s Dia(s): %s% do preço do item
UI_20180827_003439	{@st66}{s14}Silver obtido da venda de itens (exceto Tokens){nl} podem ser recuperados do mercado após 48 horas.{/}
UI_20180827_003440	{@st66b}{s18}Custos{/}
UI_20180827_003441	{@st66b}{s18}Tempo Restante{/}
UI_20180827_003442	{ds}{b}{#ffefd6}30 min: {#fe7e00}100 PONTOS
UI_20180827_003443	Compras (%s/%s){/}
UI_20180827_003444	{@st42}{s20}Especial %s	
UI_20180827_003445	{@st66b}Recompensas especiais entregues ao seu inventário.
UI_20180827_003446	{@st42b}{s16}Receber{/}
UI_20180827_003447	{@st42b}{s16}Cancelar{/}
UI_20180827_003448	{@st42}{s22}Pontos Popo
UI_20180827_003449	{@st59}Recupere os itens novamente.{/}
UI_20180827_003450	{img test_cooltime 25 25}{s18}Pontos redefinidos em %s dia(s), %s hora(s), %s minuto(s).
UI_20180827_003451	{@st66b}Principal{/}
UI_20180827_003452	{@st66b}Point Shop{/}
UI_20180827_003453	{@st66b}Aluguel de Equips PP{/}
UI_20180827_003454	{@st66b}Informação{/}
UI_20180827_003455	{s14}※ Você pode acumular um máximo de 20.000 pontos, que são redefinidos a cada 3 meses (Jan, Abr, Jul e 1 de Outubro às 06:00, horário do servidor).	{s14}※최대 20000포인트까지 누적되며, 매 분기(1,4,7,10월 1일 06시)마다 초기화 됩니다.			
UI_20180827_003456	{s14}{@st42}Pontos de Hoje: %s	
UI_20180827_003457	Recompensas de Login
UI_20180827_003458	{s14}{@st42}Tempo total de Login: %s hr %s min
UI_20180827_003459	Sem eventos em andamento.	진행중인 이벤트가 없습니다			
UI_20180827_003460	{@st66b}   Regular{/}
UI_20180827_003461	{@st66b}   Rotacional{/}
UI_20180827_003462	{@st66b}   Evento{/}	{@st66b}   이벤트 상품{/}			
UI_20180827_003463	Itens Disponíveis
UI_20180827_003464	※ Produtos atualizados a cada 3 meses (1º dia de Janeiro, Abril, Julho e Outubro).	
UI_20180827_003465	{@st66b}   Armas{/}	{@st66b}   무기{/}			
UI_20180827_003466	{@st66b}   Armadura{/}	{@st66b}   방어구{/}			
UI_20180827_003467	Itens para locação
UI_20180827_003468	Termos e Condições			
UI_20180827_003469	{s18}Cronômetro da tela principal
UI_20180827_003470	{@st66b}Reverb ON/OFF{/}	{@st66b}잔향효과 ON/OFF{/}			
UI_20180827_003471	{@st59}Aplicar Reverb.{/}	{@st59}잔향효과를 적용하려면 체크해 주세요.{/}			
UI_20180827_003472	{@st66b}Ver Animação de Itens
UI_20180827_003473	 Usar item?
UI_20180827_003474	Ele será removido de %s e aplicado apenas a %s.{/}	
UI_20180827_003475	Ver Tela Animada			
UI_20180827_003476	{@st41b}Comprar{/}
UI_20180827_003477	Search crafting materials.	제작서에 필요한 재료를 검색합니다.			
UI_20180827_003478	{#002d93}%s Silver{/}{/} de {#8e0000}[%s%s]{/}{/} {#8e0000}x[%s]{/}{/}	{#8e0000}[%s%s]{/}{/}아이템 {#8e0000}[%s개]{/}{/}의{nl}수령금액 {#002d93}%s실버{/}{/}			
UI_20180827_003479	{#8e0000}[%s%s]{/} {#8e0000}x[%s]{/}	{#8e0000}[%s%s]{/}
UI_20180827_003480	1 dia, 23 horas		
UI_20180827_003481	Não-Trocável
UI_20180827_003482	{@st42b}{s16}Prévia{/}
UI_20181017_003483	{@st43}Testar itens temáticos
UI_20181017_003484	Insira o equipamento para alterar a aparência.
UI_20181017_003485	{@st68}{s16}Lista{/}
UI_20181017_003486	{@st41b}Excluir
UI_20181017_003487	{@st59}Equipamento{/}
UI_20181017_003488	{@st66b}Aparência{/}
UI_20181017_003489	{@st59}Aparência{/}
UI_20181017_003490	{@st59}Tintura{/}
UI_20181017_003491	{@st59}Ver Todos{/}
UI_20181017_003492	{@st59}Consumíveis{/}
UI_20181017_003493	{@st59}Receitas{/}
UI_20181017_003494	{@st59}Cartas{/}
UI_20181017_003495	{@st59}Materiais{/}
UI_20181017_003496	{@st59}Gemas{/}
UI_20181017_003497	{@st59}Premium{/}
UI_20181017_003498	{@st59}Opção de filtro ON/OFF{/}
UI_20181017_003499	{@st41b}Estágio %s
UI_20181017_003500	{@st43}Opções de Inventário{/}
UI_20181017_003501	{@st43b}{s18}Raridade do Item{/}
UI_20181017_003502	{@st43b}{s18}Tipo do Item{/}
UI_20181017_003503	{@st43b}{s18}Grupo de Cartas{/}
UI_20181017_003504	{@st43b}{s18}Tipo de Material{/}
UI_20181017_003505	{@st43b}{s18}Grupo de Gemas{/}
UI_20181017_003506	{@st66b}Todas Raridades{/}
UI_20181017_003507	{@st66b}Normal{/}
UI_20181017_003508	{@st66b}Mágico{/}
UI_20181017_003509	{@st66b}Raro{/}
UI_20181017_003510	{@st66b}Único{/}
UI_20181017_003511	{@st66b}Lendário{/}
UI_20181017_003512	{@st66b}Somente Refinados/Transcendidos{/}
UI_20181017_003513	{@st66b}Somente Não-Identificados{/}
UI_20181017_003514	{@st66b}Todas as Cartas{/}
UI_20181017_003515	{@st66b}Cartas Vermelhas{/}
UI_20181017_003516	{@st66b}Cartas Azuis{/}
UI_20181017_003517	{@st66b}Cartas Verdes{/}
UI_20181017_003518	{@st66b}Cartas Roxas{/}
UI_20181017_003519	{@st66b}Cartas Lendárias{/}
UI_20181017_003520	{@st66b}Outras Cartas{/}
UI_20181017_003521	{@st66b}Todos os Tipos{/}
UI_20181017_003522	{@st66b}Missão{/}
UI_20181017_003523	{@st66b}Outros{/}
UI_20181017_003524	{@st66b}Coleção{/}
UI_20181017_003525	{@st66b}Para Equipamento{/}
UI_20181017_003526	{@st66b}Minérios{/}
UI_20181017_003527	{@st66b}Todas as Gemas{/}
UI_20181017_003528	{@st66b}Gemas Vermelhas{/}
UI_20181017_003529	{@st66b}Gemas Azuis{/}
UI_20181017_003530	{@st66b}Gemas Amarelas{/}
UI_20181017_003531	{@st66b}Gemas Verdes{/}
UI_20181017_003532	{@st66b}Gemas Brancas{/}
UI_20181017_003533	{@st66b}Gemas de Monstro{/}
UI_20181017_003534	Reiniciar
UI_20181017_003535	{@st43}Retornar
UI_20181017_003536	{@st43}Recomeçar
UI_20181017_003537	{@st59}Fechar Opções{/}
UI_20181017_003538	Salve suas opções de pesquisa de categoria atual.{nl}As opções não especificadas não serão salvas.		
UI_20181017_003539	Salvar Nome
UI_20181017_003540	{@st66d}Salvar: Opções
UI_20181017_003541	{@st41d}Salvar
UI_20181017_003542	Importar opções de categoria.
UI_20181017_003543	{@st66d}Opções de Importação
UI_20181017_003544	Limite de Troca
UI_20181017_003545	Enchant Jewels
UI_20181017_003546	Enchant Stats
UI_20181017_003547	{@st41b}{s18}Enchant Jewels Atuais: %s
UI_20181017_003548	{@st66}{s18}{b}Consome %s Enchant Jewel(s).
UI_20181017_003549	{@st59}Definir Classe Principal{/}
UI_20181017_003550	{@st59}Caixa de Pesca (Alt+F){/}
UI_20181017_003551	{@st59}Habilidades e Atributos (F3){/}
UI_20181017_003552	Itens Usados
UI_20181017_003553	Título       %s
UI_20181017_003554	Recompensa       %s
UI_20181017_003555	{@sti7}{s26}Encontre sua Classe
UI_20181017_003556	{@st43b}Começar
UI_20181017_003557	{@st43}{s15}1°
UI_20181017_003558	{@st43}{s15}2°
UI_20181017_003559	{@st43}{s15}3°
UI_20181017_003560	Faixa de Nv.
UI_20181017_003561	Normal
UI_20181017_003562	Procurar Item
UI_20181017_003563	Somente Não Identificados
UI_20181017_003564	Esconder Não Identificados
UI_20181017_003565	Opções Avançadas
UI_20181017_003566	Valor
UI_20181017_003567	{@st66}{s16}Adicionar Atributo
UI_20181017_003568	Grupo				
UI_20181017_003569	{@st66}{s16}Salvar
UI_20181017_003570	Salvar opções de busca.
UI_20181017_003571	{@st66}{s16}Importar
UI_20181017_003572	Importar opções de busca.
UI_20181017_003573	Reiniciar opções de busca
UI_20181017_003574	Nv. Item
UI_20181017_003575	Nv. Pureza
UI_20181017_003576	Remover Atributo
UI_20181017_003577	Nome Config. Salva
UI_20181017_003578	Remover Config.
UI_20181017_003579	Nível para Trocas
UI_20181017_003580	Nv Personagem %s
UI_20181017_003581	Time tem %s+ dias
UI_20181017_003582	%s Revelações Obtidas
UI_20190104_003583	{@st66d}Extrair Pontos de Atributo
UI_20190104_003584	{@st59s}Consome 100,000 Silver para extrair 1,000 pontos de atributo{nl} em um único Attribute Point Scroll.
UI_20190104_003585	Taxa
UI_20190104_003586	%s Silver
UI_20190104_003587	Pergaminhos Extraídos
UI_20190104_003588	Valor Gasto
UI_20190104_003589	Pontos Extraídos
UI_20190104_003590	Pontos Restantes
UI_20190104_003591	{@st66b}Extrair
UI_20190104_003592	Collection Effects	컬렉션 효과			
UI_20190104_003593	{@st59}Scout Tree{/}	{@st59}스카우트 계열{/}			
UI_20190104_003594	{@st41b}Identification Cost{/} %s	{@st41b}감정 비용{/}%s			
UI_20190104_003595	{@st59}Doll{/}	{@st59}인형{/}			
UI_20190104_003596	{img silver 20 20}Price %s	{img silver 20 20}가격 %s			
UI_20190104_003597	{@st44}Lista de Classes{/}
UI_20190104_003598	{@st43}Informação das Classes Atuais
UI_20190104_003599	{@st43}Mudar de Classe {img testquesten_button 30 30}
UI_20190104_003600	A quantidade máxima de pontos possíveis de se obter reiniciam toda Segunda às 6AM (Servidor).{nl}Pontos podem ser obtidos através de:{nl} {nl}- Conectar no jogo: 10 pontos (5 adicionais para membros de Guilda e sobre efeitos de Token){nl} - Pescaria: 1 ponto por item pescado{nl}- Missão de Saalus: 15 pontos{nl}- Raid Lendária: 20 points{nl} (Exceto Earth Tower, onde são 5 pontos a cada 5 andares){nl}- Missão de Uphill: 10 pontos{nl}- Raid Única: 20 pontos{nl}- Dungeon Simples: 10 pontos{nl}- Missão Mercenary Post: 10 pontos{nl}- Missão Diária: 10 pontos
UI_20190104_003601	{@st42}Pontos Semanais{/} {@st66d_y}(%s/%s){/}
UI_20190104_003602	{@st43}Avançar
UI_20190104_003603	{@st66d_y}{#ffa800}Modificadores de Atributos
UI_20190104_003604	{@st42}{#FFCC66}STR	{@st42}{#FFCC66}힘			
UI_20190104_003605	{@st42}{#FFCC66}CON	{@st42}{#FFCC66}체력			
UI_20190104_003606	{@st42}{#FFCC66}INT	{@st42}{#FFCC66}지능			
UI_20190104_003607	{@st42}{#FFCC66}SPR	{@st42}{#FFCC66}정신			
UI_20190104_003608	{@st42}{#FFCC66}DEX	{@st42}{#FFCC66}민첩			
UI_20190104_003609	{@st43}Informação da Classe{/}
UI_20190104_003610	Fecha o modo de mudança de classe.
UI_20190104_003611	{@st43}Selecione uma classe e clique no botão Avançar.
UI_20190104_003612	{@st66b18}※ TP or items used for name changes cannot be refunded.{/}	{@st66b18}※이름 변경에 사용된 TP 또는 아이템은 환불되지 않습니다.{/}			
UI_20190104_003613	{@st59b}Collection {nl}{@st59s}- Purchase the Collection Deck to add collectible items to your collection. {nl} - The collection hotkey will be enabled when you use the Collection Deck Item. {nl} {/}	{@st59b}컬렉션{nl}{@st59s} - 게임내 컬렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 컬렉션 덱 아이템 사용했을 경우 컬렉션 단축키가 활성화{nl}{/}	UI_20150317_000130	{@st59b}Collection {nl}{@st59s}- Purchase the Collection Deck to add collectible items to your collection. {nl} - The collection hotkey will be enabled when you use the Collection Deck Item. {nl} {/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}
UI_20190104_003614	{@st59}Close{/}	{@st59}컬렉션 정보를 닫습니다{/}	UI_20150317_000131	{@st59}Close{/}	{@st59}콜렉션 정보를 닫습니다{/}
UI_20190104_003615	{@st43}Collection{/}	{@st43}컬렉션{/}	UI_20150317_000132	{@st43}Collection{/}	{@st43}콜렉션{/}
UI_20190104_003616	{@st68b}{s18}Collection{/}	{@st68b}{s18}컬렉션 상태{/}	UI_20170313_002538	{@st68b}{s18}Collection{/}	{@st68b}{s18}콜렉션 상태{/}
UI_20190104_003617	{@st59}Search the name of a collection or effect.{/}	{@st59}컬렉션 이름 또는 효과로 검색 합니다.{/}	UI_20170313_002544	{@st59}Search the name of a collection or effect.{/}	{@st59}콜렉션 이름 또는 효과로 검색 합니다.{/}
UI_20190104_003618	ⓘ Reward lists are updated 1 hour after each session.{nl}ⓘ Rewards can be claimed only by the guild master. Claimed items are sent to the guild storage.{nl}ⓘ Beta test sessions offer no rewards.	ⓘ 점령 보상 목록은 콜로니전 종료 후 1시간 뒤에 갱신됩니다.{nl}ⓘ 보상 수령은 길드마스터만 가능하며, 수령된 아이템은 길드 보관함으로 이동됩니다.{nl}ⓘ Beta로 진행되는 길드 콜로니전에서는 점령 보상이 지급되지 않습니다.	UI_20180723_003384	ⓘ Victory rewards are applied 1 hour after the end of each GTW session.{nl}ⓘ Only the Guild Master can retrieve these rewards. The items are sent to your Guild Storage.	ⓘ 점령 보상 목록은 콜로니전 종료 후 1시간 뒤에 갱신됩니다.{nl}ⓘ 보상 수령은 길드마스터만 가능하며, 수령된 아이템은 길드 보관함으로 이동됩니다.
UI_20190104_003619	{s6} {nl}{/}{@st41d}{img colony_point_pic 24 24}Current Points{nl}{/}	{s6} {nl}{/}{@st41d}{img colony_point_pic 24 24}포인트 현황{nl}{/}			
UI_20190104_003620	{s6} {nl}{/}{@st41d}{img colony_deploy_pic 24 24}Positions{/}	{s6} {nl}{/}{@st41d}{img colony_deploy_pic 24 24}배치 현황{/}			
UI_20190104_003621	Utilities	유틸형			
UI_20190104_003622	Deterrents	이동 방지형			
UI_20190104_003623	Current Points	점령 포인트			
UI_20190104_003624	Effects	적용 효과			
UI_20190104_003625	{@st42}{s20}Victory Benefits	{@st42}{s20}점령 혜택			
UI_20190104_003626	{@st66b}Adjust Tax Rate{/}	{@st66b}세율 조정{/}			
UI_20190104_003627	{@st66b}Tax Collection{/}	{@st66b}세금 징수{/}			
UI_20190104_003628	Target Cities	세율 적용 도시			
UI_20190104_003629	Tax Rate	세율			
UI_20190104_003630	Payment Day	지급일			
UI_20190104_003631	Collecting Cities	세금 징수 도시			
UI_20190104_003632	Remaining Allocation Period	남은 분배 기간			
UI_20190104_003633	Tax	세금			
UI_20190104_003634	Tax Allocation	세금 분배			
UI_20190104_003635	Retrieve Tax	세금 수령			
UI_20190104_003636	Allocated Sum	분배 금액			
UI_20190104_003637	{@st66b}Important{/}	{@st66b}유의사항{/}			
UI_20190104_003638	{@st66b}Taxable Goods{/}	{@st66b}세율 적용 항목{/}			
UI_20190104_003639	{@st66b}Records{/}	{@st66b}세금 상세 이력{/}			
UI_20190104_003640	{@st42}{s20}Tax Allocation	{@st42}{s20}세금 분배			
UI_20190104_003641	Current Sum	현재 금액			
UI_20190104_003642	Sending	보낼 금액			
UI_20190104_003643	Remaining Funds	잔여 금액			
UI_20190104_003644	Team: %s	팀명 %s			
UI_20190104_003645	Amount	금액			
UI_20190104_003646	{@st42}{s16}Send	{@st42}{s16}보내기			
UI_20190104_003647	{@st42}{s20}Retrieve Taxes	{@st42}{s20}세금 수령			
UI_20190104_003648	Remaining Period	남은 수령 기간			
UI_20190104_003649	{@st42}{s20}Warp List	{@st42}{s20}워프 목록			
UI_20190104_003650	Current Status	점령 현황			
UI_20190104_003651	{img icon_item_silver 20 20}{@st41b}Proceed {/}{img white_right_arrow 15 18} %s	{img icon_item_silver 20 20}{@st41b}거래 정산 {/}{img white_right_arrow 15 18} %s			
UI_20190104_003652	{@st41b}Items Bought{/} %s	{@st41b}구입 아이템{/} %s			
UI_20190104_003653	{@st41b}Total spent vouchers: {/}	{@st41b}총 소비 교환권 : {/}			
UI_20190104_003654	Do you wish to use the vouchers to exchange them for items?	교환권을 위 아이템으로 교환하시겠습니까?			
