ITEM_20150317_000001	Empty_helmet
ITEM_20181017_019685	O Wastrel mesmo não tem interesse em artefatos que retornaram do passado. É a forte magia acumulada no seu corpo que atrai estes artefatos antigos e até conecta eles no monstro.
ITEM_20181017_019686	Asio Sword
ITEM_20181017_019687	{nl} {nl}[Lâmina Afiada]{nl} - Ataques críticos realizados com uma Espada de 1 Mão aplicam um efeito que aumenta o Ataque Crítico em +250 por 10 seg{nl} {nl}- Enquanto [Lâmina Afiada] estiver ativa, cada Ataque Crítico aumenta o valor do seu Ataque Crítico em +80{nl}(Aumento máx.: 400)
ITEM_20181017_019688	Este equipamento em específico desapareceu com o acidente de Nicopolis, mas retornou ao nosso mundo mais ou menos no mesmo momento que o Asiomage e o Quipmage.
ITEM_20181017_019689	Wastrel Zvaigzde Two-handed Sword
ITEM_20181017_019690	 - Aumenta a Velocidade de Movimento enquanto [Cyclone] estiver ativo
ITEM_20181017_019691	Artefatos antigos atraídos pelo Wastrel são conhecidos por interagir com a magia peculiar do monstro. É difícil prever quais novos tipos de magia podem surgir dessas interações.
ITEM_20181017_019692	Asio Two-handed Sword
ITEM_20181017_019693	O Quipmage sempre teve interesse em expandir sua influência. Para alcançar isso, fez planos para recrutar mercenários e equipá-los com suas armas, capazes de superar os poderes das que são usadas pelo Exército Real.
ITEM_20181017_019694	  - 1% chance to reduce an enemy's magic defense by 50% of your own magic defense and {img green_up_arrow 16 16} increase physical defense for 30 seconds with a basic attack (Does not apply to boss monsters)	 - 기본 공격 시 1% 확률로 적에게 30초간 상대방 마법 방어력의 50%만큼, 마법 방어력 {img red_down_arrow 16 16}감소, 물리 방어력 {img green_up_arrow 16 16}증가 효과 (보스몬스터에게 미적용)	ITEM_20170420_014225	 - 1% chance to reduce an enemy's magic defense by 50% of your own magic defense and {img green_up_arrow 16 16} increase physical defense for 30 seconds with a basic attack	 - 기본 공격 시 1% 확률로 적에게 30초간 상대방 마법 방어력의 50%만큼, 마법 방어력 {img red_down_arrow 16 16}감소, 물리 방어력 {img green_up_arrow 16 16}증가 효과	
ITEM_20181017_019695	Asio Rod
ITEM_20181017_019696	O Asiomage é notavelmente apaixonado por esta arma, pois ela garante um aumento de inteligência. Mais do que uma ferramenta, esta arma serve como um tipo de brinquedo que melhora o humor do monstro.
ITEM_20181017_019697	Wastrel Zvaigzde Rod
ITEM_20181017_019698	Há muito tempo atrás, um Wizard criou uma grande chave e uma fechadura, e com isso produziram esta arma. Apesar da aparência, porém, é normalmente utilizada como bengala para caminhar.
ITEM_20181017_019699	Wastrel Zvaigzde Bow
ITEM_20181017_019700	Todo o equipamento que desapareceu durante o acidente de Nicopolis retornou nas mesmas condições, sem qualquer sinal do passar do tempo.
ITEM_20181017_019701	Asio Bow
ITEM_20181017_019702	{nl} {nl}Amigo Animal: Coelho{nl} - Habilidades de ataque garantem 10% de chance de invocar um Coelho, que aplica dois efeitos:{nl} {nl} -  [Coelho Feliz]: Taxa de Crítico +20 por acúmulo, por 10s. Ativa [Coelho Bravo] após 3 acúmulos.{nl} - [Coelho Bravo]: Taxa de Ataque em Área +2, último efeito aplicado pelo Coelho (duração 15s).
ITEM_20181017_019703	O Asiomage dá continuidade na pesquisa para improvisar o equipamento desenvolvido originalmente pelo seu outro eu, o Quipmage. Este item, por exemplo, já é mais efetivo do que quando retornou primeiramente ao nosso mundo.
ITEM_20181017_019704	Wastrel Zvaigzde Crossbow
ITEM_20181017_019705	Todos os equipamentos de Nicopolis retornaram para o nosso mundo nas mesmas condições de quando desapareceram, desde os componentes mais básicos até a cobertura de óleo, que hoje estariam envelhecidos há séculos.
ITEM_20181017_019706	Asio Crossbow
ITEM_20181017_019707	O Asiomage não gosta desta arma. Ele ainda se lembra de ser usado como alvo vivo em experimentos anteriores, particularmente para Bestas.
ITEM_20181017_019708	Wastrel Zvaigzde Mace
ITEM_20181017_019709	Alguns Wizards da antiga Nicopolis eram opositores secretos do Reino, mas para fingir apoio, eles desenvolveram algumas armas que faem uso de poderes divinos.
ITEM_20181017_019710	Asio Mace
ITEM_20181017_019711	{nl} {nl}Invocar Boneca Xamã{nl}  - Ataques com Maças de 1 Mão garantem 10% de chance de invocar uma Boneca Xamã (duração de 5s, máx. 1 boneca).{nl} {nl}  - Destrua a boneca para causar dano ao redor em proporção ao HP dela.{nl}  (HP da Boneca Xamã: 30.000-50.000)
ITEM_20181017_019712	Alguns cientistas reclamam que o nome desse item é arbitrário, afinal não possui nenhuma semelhança com corujas.
ITEM_20181017_019713	Wastrel Zvaigzde Two-handed Mace
ITEM_20181017_019714	Alguns dos itens atraídos pela magia corporal do Wastrel são, na verdade, nocivos a ele. Do contrário, o Wastrel seria ainda mais poderoso do que já é.
ITEM_20181017_019715	Asio Two-handed Mace
ITEM_20181017_019716	 - Nível de [Demolition] {img green_up_arrow 16 16}2{nl}  - Nível de [God Smash] {img green_up_arrow 16 16}2
ITEM_20181017_019717	Dizem que essa arma foi projetada para um exército de monstros Golem. Não se sabe se o Quipmage ou o Asiomage possuem qualquer memória deste fato.
ITEM_20181017_019718	Wastrel Zvaigzde Shield
ITEM_20181017_019719	 - Taxa de Bloqueio Final {img green_up_arrow 16 16}2%{nl}  -  5% de chance de resistir efeitos negativos de Rank 2 ou menor
ITEM_20181017_019720	Felizmente para todos, o Wastrel não usa esse escudo para proteção. Porém, dizem que o Escudo alivia as dores de gerar novos itens de equipamentos.
ITEM_20181017_019721	Asio Shield
ITEM_20181017_019722	 - Taxa de Bloqueio Final {img green_up_arrow 16 16}2%{nl} {nl} [Olho do Asiomage]{nl} - Alvos provocados {img green_up_arrow 16 16}1
ITEM_20181017_019723	Diferente de outros itens da linha Asio, este aqui representa fielmente o estilo e convenções populares da antiga Nicopolis, antes do grande acidente.
ITEM_20181017_019724	Wastrel Zvaigzde Spear
ITEM_20181017_019725	Muitos itens que contém gemas mágicas possuem efeitos negativos no corpo do Wastrel. Isto pode ser considerado uma ocorrência afortunada.
ITEM_20181017_019726	Asio Spear
ITEM_20181017_019727	Uma Lança projetada por um Wizard. O Quipmage não parece que considerou que o formato desta arma poderia gerar problemas.
ITEM_20181017_019728	Wastrel Zvaigzde Pike
ITEM_20181017_019729	De todos os itens atraídos pelo Wastrel, alguns são incorporados fisicamente, enquanto outros tem somente suas propriedades mágicas absorvidas. Dizem que os objetos fisicamente assimilados cutucam constantemente o corpo do Wastrel.
ITEM_20181017_019730	Asio Pike
ITEM_20181017_019731	O Asiomage perdeu memórias cruciais sobre a sua linha de equipamentos, ao mesmo tempo que se pergunta o por quê de lembrar de outras informações pouco relevantes. Dizem que é por isso que não há nenhuma versão melhorada da Asio Pike.
ITEM_20181017_019732	Wastrel Zvaigzde Dagger
ITEM_20181017_019733	{nl} {nl}[Máscara Preta & Branca]{nl}REFINO: Dano Adicional Divino +30 por nível de Refino da arma, começando com +10{nl} {nl}TRANSCENDÊNCIA: Dano Adicional Trevas +30 por Estágio de Transcendência{nl}(Aumentos máximos Divino/Trevas: 300)
ITEM_20181017_019734	Dizem que este item corre pelas veias do Wastrel. Apesar do sangue e do sistema circulatório do monstro serem muito diferentes da maioria dos seres vivos, ainda parece causar dor ao Wastrel quando o item passa por certas regiões do corpo.
ITEM_20181017_019735	Asio Dagger
ITEM_20181017_019736	 - Ataques com Adaga, enquanto estiver escondido, aumentam o dano em 15%
ITEM_20181017_019737	O Quipmage planejava usar esta arma para assassinar a Pervading Queen e o Teal Specter. Todos estes três Wizards tinham planos para aniquilar uns aos aoutros, cada um através dos seus próprios meios.
ITEM_20181017_019738	Wastrel Zvaigzde Staff
ITEM_20181017_019739	Nos primeiros dias de existência desta arma, era comum que se quebrasse em três pedaços. Grandes quantidades de magia foram utilizadas para aumentar a sua durabilidade, tanta que, hoje, ela não irá quebrar mesmo que seja fundida dentro do Wastrel.
ITEM_20181017_019740	Asio Staff
ITEM_20181017_019741	Diferente do Asio Rod, o Asio Staff é famoso por derrubar os espíritos do Asiomage. O ganho de inteligência faz com que ele reviva ainda mais memórias do seu passado turbulento.
ITEM_20181017_019742	Wastrel Zvaigzde Pistol
ITEM_20181017_019743	 - Nível de [Full Metal Jacket] {img green_up_arrow 16 16}2{nl}  - Nível de [Retreat Shot] {img green_up_arrow 16 16}2
ITEM_20181017_019744	Devido a fenda criada pelo Medzio Diena, o espaço onde fica o Wastrel começou a atrair itens comuns encontrados no presente. Isso significa que o Wastrel não está cercado só de armas como esta Pistola, mas também de uma diversidade de itens, como sapatos gastos e cadeiras quebradas.
ITEM_20181017_019745	Asio Pistol
ITEM_20181017_019746	{nl} {nl}[Alvo Travado]{nl} - Ataques de Pistola garantem 20% de chance de aplicar o efeito [Alvo Travado].{nl} {nl} - [Alvo Travado] causa 5.000-7.000 de dano em 10 inimigos ao redor quando alcança 3 acúmulos.{nl} {nl} - O dano aumenta em 30% para cada inimigo afetado por [Target Set] (aumento máx. 700%).
ITEM_20181017_019747	O Asiomage possui muito orgulho desta arma. Ele começou a desenvolver as suas próprias armas de fogo após retonar para o nosso mundo.
ITEM_20181017_019748	Wastrel Zvaigzde Rapier
ITEM_20181017_019749	Armas como esta, com baixo poder de corte, podem terminar facilmente presas no corpo do Wastrel. Felizmente para ele, porém, elas não causam nenhuma dor nele.
ITEM_20181017_019750	Asio Rapier
ITEM_20181017_019751	 - Nível de [Epee Garde] {img green_up_arrow 16 16}2
ITEM_20181017_019752	Apesar da Pervading Queen ter sido a projetista original desta arma, o Asiomage é quem está atualmente desenvolvendo ela. A Pervading Queen perdeu o interesse, há muito tempo, na produção de equipamentos.
ITEM_20181017_019753	  - Nível de [Sweeping Cannon] {img green_up_arrow 16 16}1{nl}  - Nível de [Cannon Barrage] {img green_up_arrow 16 16}1
ITEM_20181017_019754	Wastrel Zvaigzde Cannon
ITEM_20181017_019755	 - Ataques sob efeito de [Bazooka] garantem 10% de chance de aplicar o mesmo dano do ataque anterior.
ITEM_20181017_019756	Vendo como várias armas foram absorvidas para dentro do corpo do Wastrel, alguém poderia pensar que ao menos algumas delas seriam incorporadas dentro dele.
ITEM_20181017_019757	Asio Cannon
ITEM_20181017_019758	 - Nível de [Sweeping Cannon] {img green_up_arrow 16 16}2{nl}  - Nível de [Siege Burst] {img green_up_arrow 16 16}2
ITEM_20181017_019759	O Asiomage foi fortemente influenciado pela fervor escolar excessivo que é típico dos Wizards, que o levou a criar armas desnecessárias sem uma razão aparente.
ITEM_20181017_019760	Wastrel Zvaigzde Musket
ITEM_20181017_019761	Esta arma não foi absorvida para dentro do corpo do Wastrel, tendo viajado pela fenda que apareceu durante o Medzio Diena. Dizem que foi cuidada por um aventureiro que tentou derrotar o Wastrel.
ITEM_20181017_019762	Asio Musket
ITEM_20181017_019763	Após retornar para o nosso mundo e aprender que várias espécies de aves mutaram em monstros, o Asiomage fez planos para criar o seu próprio exército de pássaros para carregar esta arma. Um pensamento meio avoado, alguém poderia pensar.
ITEM_20181017_019764	Moon Rabbit Costume	달 토끼 코스튬				
ITEM_20181017_019765	Legends tell of a celestial rabbit that lives on the Moon and is often seen pounding rice in its mortar. Like all rabbits, it's as cute as a button.{nl}Can be exchanged for medals at the Loja de Trocas.	복슬복슬한 털, 적당히 튀어나온 배, 너무나 귀여운 달 토끼로 변신할 수 있는 코스튬입니다. 착용하면 외형이 변경됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019766	Royal Envoy Costume (Male)	암행어사 예복(남)				
ITEM_20181017_019767	Undercover envoys of the royal court were special agents who scoured the Kingdom looking for outlaws and troublemakers.{nl}Can be exchanged for medals at the Loja de Trocas.	암행어사가 특별한 행사가 있을 때 착용하는 코스튬입니다. 착용하면 외형이 변경됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019768	Royal Envoy Costume (Female)	암행어사 예복(여)				
ITEM_20181017_019769	Court Scholar Costume (Male)	장원급제 별감복(남)				
ITEM_20181017_019770	Becoming a royal scholar was no easy task: only the Kingdom's brightest minds were allowed to serve in the court.{nl}Can be exchanged for medals at the Loja de Trocas.	장권급제 후 입궁할 때 착용하는 코스튬입니다. 착용하면 외형이 변경됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019771	Court Scholar Costume (Female)	장원급제 별감복(여)				
ITEM_20181017_019772	Black Ceremonial Robes (Male)	어사 흑단령(남)				
ITEM_20181017_019773	These robes were worn by undercover royal envoys to carry out top-secret missions.{nl}Can be exchanged for medals at the Loja de Trocas.	암행어사가 비밀 임무를 맡을 때 착용하는 코스튬입니다. 착용하면 외형이 변경됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019774	Black Ceremonial Robes (Female)	어사 흑단령(여)				
ITEM_20181017_019775	The chessboard is much more than part of game; it is a true battlefield.{nl}Can be exchanged for medals at the Loja de Trocas.	체스판은 단순한 격자무늬판이지만, 킹 즉 왕국을 지키는 전쟁을 하는 전쟁터와 같습니다.{nl}이러한 체스판을 활용한 모자입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	ITEM_20180827_019210	The chessboard is much more than part of game; it is a true battlefield.{nl}Can be exchanged for medals at the Loja de Trocas.	체스판은 단순한 격나무늬판이지만, 킹 즉 왕국을 지키는 전쟁을 하는 전쟁터와 같습니다.{nl}이러한 체스판을 활용한 모자입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20181017_019776	Horse Medal	마패				
ITEM_20181017_019777	This medal was used by undercover envoys to reveal their identity to higher officials and request aid for their missions. Now, it has been re-imagined as a hair accessory.{nl}Can be exchanged for medals at the Loja de Trocas.	암행어사의 증표인 마패를 본뜬 헤어 액세서리입니다. 암행어사가 된 기분을 느낄 수 있습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019778	Satgat Hat	삿갓				
ITEM_20181017_019779	This style of hat was used to avoid the harsh sunlight on long trips to faraway regions.{nl}Can be exchanged for medals at the Loja de Trocas.	여행을 떠날 때 머리에 쏟아지는 따가운 햇빛을 가릴 수 있는 기능성 모자입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019780	Black Gat Hat	흑립				
ITEM_20181017_019781	Those of the noble classes commonly wore this style of hat when walking or riding outside in the sun.{nl}Can be exchanged for medals at the Loja de Trocas.	일정 계급 이상의 신분을 가진 사람이 바깥출입을 할 때 착용하는 모자입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019782	Wooden Pane Shield	세살문 실드				
ITEM_20181017_019783	Horse Medal Shield	마패 실드				
ITEM_20181017_019784	Moon Rabbit Cannon	달 토끼 캐논				
ITEM_20181017_019785	Cannon [Appearance]	캐논[외형 변경 전용]				
ITEM_20181017_019786	Moon Rabbit Staff	달 토끼 스태프				
ITEM_20181017_019787	Dumpling Rod	이색 송편 로드				
ITEM_20181017_019788	Brush Stroke Spear	일필휘지 스피어				
ITEM_20181017_019789	One-handed Spear [Appearance]	한손창[외형 변경 전용]				
ITEM_20181017_019790	Scimitar of Glory	일기당천 언월도				
ITEM_20181017_019791	Two-handed Spear [Appearance]	양손창[외형 변경 전용]				
ITEM_20181017_019792	Wooden Stick Mace	윷가락 메이스				
ITEM_20181017_019793	Apricot Blossom Crossbow	홍매화 크로스보우				
ITEM_20181017_019794	Crossbow [Appearance]	쇠뇌[외형 변경 전용]				
ITEM_20181017_019795	Roof Tile Dagger	기와지붕 대거				
ITEM_20181017_019796	Dagger [Appearance]	단검[외형 변경 전용]				
ITEM_20181017_019797	Let's show everyone your support! Voooooooo! Event item.	응원도구 입니다. 뿌우우우우. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20170726_015206	Event item.	 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019798	It lets you dig. Event item.	땅을 파낼 수 있습니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20180517_018364	 Event item.	 6월 28일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019799	Ah! You found something! Event item.	앗! 뭔가 발견한 것 같습니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20170726_015206	Event item.	 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019800	Work on your biceps. Event item.	근력을 키우는데 도움이 됩니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20170726_015210	Work on your biceps. Event item.	근력을 키우는데 도움이 됩니다. 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019801	Bursting the little plastic bubbles is the most satisfying feeling ever. Event item.	뽁 하고 터트리면 기분이 좋아집니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20170726_015212	Bursting the little plastic bubbles is the most satisfying feeling ever. Event item.	뽁 하고 터트리면 기분이 좋아집니다. 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019802	Blow it and make it sound like a real party. Use a maximum of once in 30 seconds. Event item.	입으로 불면 경쾌한 소리가 나지만 30초에 한번 사용 할 수 있습니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20170726_015214	Blow it and make it sound like a real party. Use a maximum of once in 30 seconds. Event item.	입으로 불면 경쾌한 소리가 나지만 30초에 한번 사용 할 수 있습니다. 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019803	Snow is falling. Event item.	눈이 내립니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20170726_015206	Event item.	 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019804	Just have a seat. Event item.	잠시 쉬고 싶습니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20170726_015206	Event item.	 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019805	[Event] TOS Celebration Costume (Male)	[이벤트]축제용 심플 코스튬(남)				
ITEM_20181017_019806	A Dainu Svente event item. Use to change your appearance.	다이누 슈벤테 이벤트 아이템 입니다. 착용하면 외형이 변경됩니다.				
ITEM_20181017_019807	[Event] TOS Celebration Costume (Female)	[이벤트]축제용 심플 코스튬(여)				
ITEM_20181017_019808	Moon Rabbit Kite	달 토끼 방패연				
ITEM_20181017_019809	This kite features a cute illustration of the Moon Rabbit.{nl}Can be exchanged for medals at the Loja de Trocas.	귀여운 달 토끼가 그려진 방패연입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019810	Moon Rabbit Balloon	둥실둥실 달 토끼				
ITEM_20181017_019811	It's the Moon Rabbit! Look at it float!{nl}Can be exchanged for medals at the Loja de Trocas.	둥실둥실 귀여운 달 토끼 얼굴 풍선입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019812	Knapsack	괴나리봇짐				
ITEM_20181017_019813	Asas (Costas)	등 코스튬				
ITEM_20181017_019814	There's nowhere you can't go with a pair of straw shoes and your trusty knapsack.	짚신 한 짝과 봇짐이 함께라면 어디로든 갈 수 있습니다.				
ITEM_20181017_019815	Royal Envoy Scrolls	진심이 담긴 상소문				
ITEM_20181017_019816	A stack of scrolls filled with reports from a royal envoy of the Kingdom.	나라를 생각하는 신하들이 왕에게 진심을 담은 글 뭉치입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20181017_019817	Top Secret Royal Scrolls	사심이 담긴 상소문				
ITEM_20181017_019818	A stack of scrolls filled with top-secret reports from a royal envoy of the Kingdom.	사심이 듬뿍 담긴 상소문. 어떤 사심일까?				
ITEM_20181017_019819	Moon Rabbits Pounding Rice	방아 찧는 달 토끼				
ITEM_20181017_019820	Displays an image of Moon Rabbits pounding rice on the ground every time you jump.{nl}Can be exchanged for medals at the Loja de Trocas.	착용자가 점프 시 달 토끼가 방아 찧는 모습을 볼 수 있는 이펙트를 만들어냅니다. {nl} 리사이클샵에서 메달로 교환 가능합니다.				
ITEM_20181017_019821	Royal Envoy Horse Stamp	암행어사 출도야				
ITEM_20181017_019822	Displays an image of the old horse medals used by undercover royal envoys every time you jump.{nl}Can be exchanged for medals at the Loja de Trocas.	최신 문물을 활용할 줄 아는 암행어사라면 점프 시 암행어사 마패 이펙트로 자신을 증명합니다. {nl} 리사이클샵에서 메달로 교환 가능합니다.				
ITEM_20181017_019823	Blossoms in the Wind	흩날리는 벚꽃				
ITEM_20181017_019824	Be surrounded by delicate cherry blossoms flowing in the wind.{nl}Can be exchanged for medals at the Loja de Trocas.	착용 시 로맨틱한 분위기를 만들 수 있도록 착용자의 주변에 벚꽃이 흩날리는 이펙트를 만들어냅니다. {nl} 리사이클샵에서 메달로 교환 가능합니다.				
ITEM_20181017_019825	GM's Thank You Box	GM의 감사 박스				
ITEM_20181017_019826	Right-click to use and receive the following items and buffs.{nl}Rewards:{nl} - [Event] 10 TP x1{nl}Buff: {nl} - Red Ox (30 Min) {nl} - Movement speed increase - Event (30 Min) {nl} - Nearby HP restored - Event (30 Min) {nl} - Nearby HP restored - Event (30 Min)	마우스 우클릭으로 사용 할 수 있습니다. 사용시 아이템및 버프를 얻을 수 있습니다. {nl}보상 아이템{nl} - 10TP[증정용] x1{nl}보상 버프 {nl} - 레드옥스(30분) {nl} - 이동속도 증가 - 이벤트(30분) {nl} - 주변 HP 회복 - 이벤트(30분) {nl} - 주변 SP 회복 - 이벤트(30분)				
ITEM_20181017_019827	GM's Apology Box	GM의 사과 박스				
ITEM_20181017_019828	[PP] Red Vampire Costume Selection Box	[PC방] 붉은 뱀파이어 코스튬 선택 상자				
ITEM_20181017_019829	Right-click to use. You can select one item from the following.{nl}-Red Vampire Costume (Male) / Red Vampire Costume (Female).{nl}Can be used after the maintenance on October 4.	마우스 우클릭으로 사용 할 수 있습니다. 사용시 붉은 뱀파이어 코스튬(여) / 붉은 뱀파이어 코스튬(남) 중 1개를 획득 할 수 있습니다.{nl} - 10월 4일 점검 이후부터 사용 가능합니다.				
ITEM_20181017_019830	Error Compensation Silver Box: 1,000	오류 보상용 실버 지급 상자 : 1,000				
ITEM_20181017_019831	Use to obtain Silver x1,000.	사용 시 1,000 x 소지량 만큼 실버를 획득할 수 있습니다.				
ITEM_20181017_019832	Error Compensation Silver Box: 10,000	오류 보상용 실버 지급 상자 : 10,000				
ITEM_20181017_019833	Use to obtain Silver x10,000.	사용 시 10,000 x 소지량 만큼 실버를 획득할 수 있습니다.				
ITEM_20181017_019834	Goddess' Blessed Cube x20 +2 Box	축복받은 여신의 큐브x20 +2 상자				
ITEM_20181017_019835	Use to obtain two Goddess' Blessed Cube x10 +1.	사용 시 축복받은 여신의 큐브 x10 + 1 아이템을 2개 획득할 수 있습니다.				
ITEM_20181017_019836	Asiomage Testing Grounds Raid Cube	아시오 메이지의 실험실 레이드 큐브				
ITEM_20181017_019837	Spirit Fragment: Asiomage	영혼 조각: 아시오 메이지				
ITEM_20181017_019838	Collect 50 recipe fragments and use to obtain either a full recipe or the finished product. Right-click to use.	레시피 조각 50개를 모아서 사용하면 레서피 혹은 완제품을 얻을 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.				
ITEM_20181017_019839	Magic Research Facility Raid Cube	마법 실험 구역 레이드 큐브				
ITEM_20181017_019840	Spirit Fragment: Wastrel	영혼 조각: 웨이스트럴				
ITEM_20181017_019841	Collect 50 recipe fragments and use to obtain either a full recipe or the finished product. Right-click to use.	레시피 조각 50개를 모아서 사용하면 레서피 혹은 완제품을 얻을 수 있습니다.  마우스 오른쪽 버튼 클릭으로 사용합니다.				
ITEM_20181017_019842	Asiomage Card
ITEM_20181017_019843	[Efeito] Taxa de Crítico +[{img star_mark 20 20}*15]
ITEM_20181017_019844	Wastrel Card
ITEM_20181017_019845	[Efeito] HP Máximo +[{img star_mark 20 20}*500]
ITEM_20181017_019846	A mystical hammer said to dismantle everything it touches. Its mysterious powers seem to have run out.	닿은 것을 분해하는 힘이 있는 신비한 망치로 알려졌습니다. 신비한 힘이 다했는지 작동하지 않습니다.	ITEM_20180208_017512	A hammer with mysterious powers that allow it to dismantle all that it touches. Used to extract Blessed Shards.	닿은 것을 분해하는 힘이 있는 신비한 망치입니다. 축복받은 조각 추출에 사용되는 재료입니다.	
ITEM_20181017_019847	Said to absorb magic from its surroundings. Now, it no longer reacts to magic energy.	여기저기 솟아난 침은 주변의 마력을 흡수했다고 알려졌습니다. 현재는 마력에 반응하지 않습니다.	ITEM_20160811_011116	Absorbs magic from its surroundings. Used to extract items.	여기저기 솟아난 침은 주변의 마력을 흡수합니다. 아이템 추출에 사용되는 재료입니다.	
ITEM_20181017_019848	Spotted Baby Pig Egg	얼룩 아기 돼지 알				
ITEM_20181017_019849	A baby pig egg obtained as an Adventure Journal reward. Right-click to use and register your Companion.{nl}This Companion can be mounted without a riding skill.	모험일지 보상인 컴패니언 교환권으로 획득한 얼룩 아기 돼지 알. 마우스 오른쪽 클릭으로 사용가능하며, 사용시 바로 컴패니언으로 등록됩니다.{nl}해당 컴패니언은 컴패니언 탑승 스킬이 없어도 탑승 가능합니다.				
ITEM_20181017_019850	A book sought after by the Sage Master. You can read it.	세이지 마스터가 찾고 있는 책. 읽어볼 수 있습니다.				
ITEM_20181017_019851	A sweet dumpling made of various ingredients. It may look difficult to cook, but the tasty treat is worth it. {nl} Increases +2 movement speed, +5000 maximum HP and SP for 15 minutes (will be deleted at the end of the event period).	다채로운 재료를 넣어 열심히 만든 송편입니다. 만드는 과정이 조금 특이해 보였지만, 맛은 보장되어 있습니다. {nl} 이동속도 +2, 최대 HP +5000, 최대 SP +5000가 15분간 상승합니다. (10월 4일 일괄 삭제됩니다.)	ITEM_20161005_012107	A sweet dumpling made of various ingredients. It may look difficult to cook, but the tasty treat is worth it. {nl} Increases +2 movement speed, +5000 maximum HP and SP for 15 minutes.	다채로운 재료를 넣어 열심히 만든 송편입니다. 만드는 과정이 조금 특이해 보였지만, 맛은 보장되어 있습니다. {nl} 이동속도 +2, 최대 HP +5000, 최대 SP +5000가 15분간 상승합니다. (10월 20일 일괄 삭제됩니다.)	
ITEM_20181017_019852	Install this statue to receive the Goddess' Blessing for five minutes.{nl}Will be automatically deleted at the end of the event period.	5분 동안 여신의 축복을 받을 수 있는 여신의 조각상이 설치됩니다.{nl}9월 20일 점검 시, 일괄 삭제됩니다.	ITEM_20180827_019447	Install this statue to receive the Goddess' Blessing for five minutes.{nl}Will be automatically deleted at the end of the event period.	5분 동안 여신의 축복을 받을 수 있는 여신의 조각상이 설치됩니다.{nl}9월 13일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019853	Item used for enhancing gems that drastically increases their EXP.{nl} - Gem EXP gained: 14700{nl}Will be automatically deleted at the end of the event period.	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 14700{nl}9월 20일 점검 시, 일괄 삭제됩니다.	ITEM_20180827_019449	Item used for enhancing gems that drastically increases the EXP of gems.{nl} - Gem EXP gained: 14700{nl}Will be automatically deleted at the end of the event period.	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 14700{nl}9월 13일 점검 시, 일괄 삭제됩니다.	
ITEM_20181017_019854	Use it to enter an instanced dungeon one more time.{nl}Will be automatically deleted at the end of the event period.	사용 시 인스턴스 던전과 의뢰소 미션에 1회 더 입장 가능합니다.{nl}9월 20일 점검 시, 일괄 삭제됩니다.	ITEM_20180827_019451	Use it to enter an instanced dungeon one more time.{nl}Will be automatically deleted at the end of the event period.	사용 시 인스턴스 던전과 의뢰소 미션에 1회 더 입장 가능합니다.{nl}9월 13일 점검 시, 일괄 삭제됩니다.	
