ETC_20150317_000001	$Kepa
ETC_20151022_016405	Entregue a Poção de HP Grande
ETC_20151022_016406	Embalando
ETC_20151022_016407	Você obteve a bagagem do pedinte.
ETC_20151022_016408	Coco, coma isso.
ETC_20151022_016409	Coco está procurando o pedinte
ETC_20151022_016410	Falando sobre o paradeiro do pedinte
ETC_20151022_016411	Deixe-o farejar o cheiro do pedinte
ETC_20151022_016412	Coco farejou o cheiro do pedinte
ETC_20151022_016413	Procurando blocos de madeira
ETC_20151022_016414	Você só conseguiu encontrar árvores podres
ETC_20151022_016415	Acendendo a fogueira
ETC_20151022_016416	Curando os refugiados
ETC_20151022_016417	Purificando os Monstros
ETC_20151022_016418	Você purificou os monstros com sucesso
ETC_20151022_016419	Absorvendo os espíritos dos monstros
ETC_20151022_016420	Você absorveu os espíritos dos monstros
ETC_20151022_016421	Você não conseguiu absorver os espíritos dos monstros
ETC_20151022_016422	Bebendo o remédio líquido de Bárbaro
ETC_20151022_016423	Seu ataque foi levemente reduzido devido aos efeitos do remédio líquido!
ETC_20151022_016424	Inspecionando o Diário
ETC_20151022_016425	Você não conseguiu encontrar nada sobre a samambaia gigante
ETC_20151022_016426	Você encontrou algo sobre a samambaia gigante
ETC_20151022_016427	Removendo o dispositivo defensivo
ETC_20151022_016428	O dispositivo defensivo foi removido
ETC_20151022_016429	Você removeu o caldeirão
ETC_20151022_016430	Removendo a fonte de energia
ETC_20151022_016431	Você removeu a fonte de energia
ETC_20151022_016432	Você foi pego pela armadilha de ar frio.
ETC_20151022_016433	Este item está trancado
ETC_20151022_016434	Equipar Escudo de Florete
ETC_20151022_016435	Equipar Adaga de Florete
ETC_20151022_016436	Equipar Florete Secundário
ETC_20151022_016437	Equipar Pistola de Besteiro
ETC_20151022_016438	Equipar Canhão de Besteiro
ETC_20151022_016439	Comerciante de Itens
ETC_20151022_016440	[Submestre Espadachim]{nl}         Codill
ETC_20151022_016441	[Submestre Peltasta]{nl}                Nirin Dameoff
ETC_20151022_016442	[Submestre Clérigo]{nl}                 Tamara Easton
ETC_20151022_016443	[Submestre Krivis]{nl}                     Mellinda Dicherin
ETC_20151022_016444	[Submestre Sacerdote]{nl}                      Boira
ETC_20151022_016445	[Submestre Bokor]{nl}                   Bobo Icelin
ETC_20151022_016446	[Mestre Sadhu]{nl}		  Agota Hanska
ETC_20151022_016447	[Submestre Paladino]{nl}                  Sylvia Naimon
ETC_20151022_016448	Estabilizador de Chama
ETC_20151022_016449	Gerente de Chefe
ETC_20151022_016450	Pedinte Varas
ETC_20151022_016451	Corretor de Ervas Tales
ETC_20151022_016452	Floresta da Samambaia 63_2
ETC_20151022_016453	Quadro de avisos da área residencial desabada
ETC_20151022_016454	Conclusão da Luz de Karolis
ETC_20151022_016455	Efeito da Coruja
ETC_20151022_016456	Cofre
ETC_20151022_016457	Lago 3Cm 83
ETC_20151022_016458	Magi
ETC_20151022_016459	Magia de Proteção
ETC_20151022_016460	Círculo Mágico de Proteção
ETC_20151022_016461	Carta no chão
ETC_20151022_016462	Bolsa Suspeita
ETC_20151022_016463	[Aliança Comercial de Kedoran]{nl}   Leopoldas
ETC_20151022_016464	[Aliança Comercial de Kedoran]{nl}     Edita
ETC_20151022_016465	[Aliança Comercial de Kedoran]{nl} Marcelijus
ETC_20151022_016466	[Aliança Comercial de Kedoran]{nl}     Gerda
ETC_20151022_016467	[Aliança Comercial de Kedoran]{nl}   Serapinas
ETC_20151022_016468	[Mestre Esgrimista]{nl}  Sorscha Hutton
ETC_20151022_016469	[Submestre Bárbaro]{nl}        Twinhal Koreont
ETC_20151022_016470	[Submestre Escultor]{nl}        Zenoa Gallant
ETC_20151022_016471	Erva Acolchoada
ETC_20151022_016472	Cola Fumegante
ETC_20151022_016473	Vagão Fétido
ETC_20151022_016474	Habitat
ETC_20151022_016475	[Submestre Montanhês]{nl}        Rahellia Black
ETC_20151022_016476	Refugiados Feridos
ETC_20151022_016477	Abrigo da Fogueira
ETC_20151022_016478	Abrigo do Fogo
ETC_20151022_016479	Itens Remanescentes
ETC_20151022_016480	Emigrante Perdido
ETC_20151022_016481	Falha na Missão: Você retornará para a zona inicial em 30 segundos.
ETC_20151022_016482	A missão iniciará em 60 segundos.
ETC_20151022_016483	A 5a sala foi aberta. {nl} Derrote todos os chefes dentro do tempo limite.
ETC_20151022_016484	Derrote todos os monstros!
ETC_20151022_016485	Derrote a Abóbora Incandescente!
ETC_20151022_016486	Derrote Mofocórnio!
ETC_20151022_016487	Derrote Colimencia e Cauleposa!
ETC_20151022_016488	Derrote o ninho de Cocat!
ETC_20151022_016489	Derrote Moyabruka e o Louva-a-Deus!
ETC_20151022_016490	Sobreviva por 2 minutos!
ETC_20151102_016491	Castelo do Boneco Vodu
ETC_20151102_016492	Espectro
ETC_20151102_016493	Bandeira Amaldiçoada
ETC_20151102_016494	Serpente
ETC_20151102_016495	Trufa Vermelha
ETC_20151102_016496	Fragmentos de Osso
ETC_20151102_016497	Lapedama
ETC_20151102_016498	Lavangarto
ETC_20151102_016499	Cortador da Prisão
ETC_20151102_016500	Lavangarto Vermelho
ETC_20151102_016501	Surto das Trevas
ETC_20151102_016502	Sacrário de Namott
ETC_20151102_016503	Trilha Thaumas
ETC_20151102_016504	Floresta Salvia
ETC_20151102_016505	
ETC_20151102_016506	Abrigo Sekta
ETC_20151102_016507	Memorial do Juramento
ETC_20151102_016508	Abadia de Maven
ETC_20151102_016509	Ruínas do Templo Pelke
ETC_20151102_016510	Reservatório Absenta
ETC_20151102_016511	Hall da Fama de Ruklys
ETC_20151102_016512	Extensão
ETC_20151102_016513	Costa Cranto
ETC_20151102_016514	Costa Cranto
ETC_20151102_016515	Costa Igti
ETC_20151102_016516	Floresta Allemet
ETC_20151102_016517	Floresta Barha
ETC_20151102_016518	Floresta Nahash
ETC_20151102_016519	Costa Vera
ETC_20151102_016520	Hospital da Abadia Elkosh
ETC_20151102_016521	Edifício Principal da Abadia Elkosh
ETC_20151102_016522	Platô Vedas
ETC_20151102_016523	Floresta Koru
ETC_20151102_016524	Floresta Knidos
ETC_20151102_016525	Floresta Dadan
ETC_20151102_016526	Castelo das Quatro Imagens
ETC_20151102_016527	
ETC_20151102_016528	
ETC_20151102_016529	Mina Nevellet 1A
ETC_20151102_016530	Mina Nevellet 2A
ETC_20151102_016531	Mina Topes 1A
ETC_20151102_016532	Mina Topes 2A
ETC_20151102_016533	Sicarius 1A
ETC_20151102_016534	Sicarius 2A
ETC_20151102_016535	Liberte o Clérigo Gus antes que o gás seja liberado!
ETC_20151102_016536	Clérigo Gus
ETC_20151102_016537	Eu vou desligar o liberador de gás. Você vai e destrói o mecanismo de detenção.
ETC_20151102_016538	Os demônios nos viram!
ETC_20151102_016539	Vou abrir a porta do armazém enquanto você detém os demônios
ETC_20151102_016540	Pessoal, o clérigo vai abrir a porta para nós
ETC_20151102_016541	Estamos vivos!
ETC_20151102_016542	Vamos sair daqui, depressa!
ETC_20151102_016543	Demônios!
ETC_20151102_016544	Obrigado por nos salvar.
ETC_20151102_016545	Edmundas
ETC_20151102_016546	Ai... minha cabeça...
ETC_20151102_016547	Não! Por favor, salve o meu irmão!
ETC_20151102_016548	Para frustrar meus planos tão facilmente...
ETC_20151102_016549	Suas ações tolas e imprudentes causarão a morte dos irmãos
ETC_20151102_016550	Pedra Mágica da Dor
ETC_20151102_016551	Eu...estou bem...
ETC_20151102_016552	Rose, você está bem?
ETC_20151102_016553	Não… não pode ser…
ETC_20151102_016554	Eu não vou deixar você interferir
ETC_20151102_016555	Proteja-me até que o controle mental esteja concluído
ETC_20151102_016556	Saia.
ETC_20151102_016557	Agora, vamos voltar até o Lorde Melchioras.
ETC_20151102_016558	O... o que é isso...
ETC_20151102_016559	Depressa! Fuja!!
ETC_20151102_016560	Por favor, ajuda!
ETC_20151102_016561	So...socorro!
ETC_20151102_016562	Você está bem?
ETC_20151102_016563	A hidra verdadeira apareceu!
ETC_20151102_016564	Ele(a) está fugindo!
ETC_20151102_016565	Evite as torres de dissipação de magia e vá até os Orbes de Concentração Mágica no círculo mágico de verificação!
ETC_20151102_016566	Orbe de Concentração Mágica
ETC_20151102_016567	Círculo Mágico de Verificação
ETC_20151102_016568	Torre de Dissipação de Magia
ETC_20151102_016569	O Furão apareceu!
ETC_20151102_016570	O Saqueador Furão, protetor dos Totens Demoníacos, apareceu!
ETC_20151102_016571	Elimine o Saqueador Furão e destrua o Totem Demoníaco!
ETC_20151102_016572	Argh… Seu humano insolente!!
ETC_20151102_016573	Enfrente o Lorde Demônio Zaura que aprisionou a Deusa Lada
ETC_20151102_016574	Afaste-se.
ETC_20151102_016575	Não!!
ETC_20151102_016576	A Lorde Demônio Zaura desapareceu com a garota! Derrote a horda de Furões!
ETC_20151102_016577	Os Guardas Reais estão sendo perseguidos pelos monstros! É melhor salvá-los agora.
ETC_20151102_016578	Desculpe. Por favor, vá embora
ETC_20151102_016579	Nós viemos para investigar...
ETC_20151102_016580	Namott
ETC_20151102_016581	Efeito da Água-Benta de Namott: Demônios não aparecerão
ETC_20151102_016582	Resistência Reduzida ao Gelo 
ETC_20151102_016583	Efeito do Pergaminho de Telecinese
ETC_20151102_016584	Você está sob efeito do Pergaminho de Telecinese.
ETC_20151102_016585	Pó de Pérola
ETC_20151102_016586	Alma - Poder de Ataque
ETC_20151102_016587	A Espada do Demônio aumentou seu poder de ataque depois de queimar alma.
ETC_20151102_016588	Alma - Poder de Ataque - Recarga
ETC_20151102_016589	A Estátua Guardiã foi ativada.
ETC_20151102_016590	-----(A Estátua Guardiã) está guiando a alma.'
ETC_20151102_016591	Ativar Teleporte
ETC_20151102_016592	O Dispositivo de Teleporte foi ativado.
ETC_20151102_016593	Teleporte - Recarga
ETC_20151102_016594	O Dispositivo de Teleporte foi interrompido.
ETC_20151102_016595	Permissão de Acesso
ETC_20151102_016596	O dispositivo de teleporte permitiu seu acesso.
ETC_20151102_016597	Receber recompensas
ETC_20151102_016598	Você recebeu uma caixa oculta de recompensa de demônio.
ETC_20151102_016599	Abrir Caixa
ETC_20151102_016600	A caixa já foi aberta.
ETC_20151102_016601	Proteção
ETC_20151102_016602	A videira está sendo protegida.
ETC_20151102_016603	O pergaminho de lacrar está sendo protegido.
ETC_20151102_016604	Frenético - Pilha de Ossos Vermelhos
ETC_20151102_016605	Estado Frenético
ETC_20151102_016606	Frenético - Pilha de Ossos Azuis
ETC_20151102_016607	Ative a Alma Rancorosa
ETC_20151102_016608	Você abriu o baú.
ETC_20151102_016609	Curar
ETC_20151102_016610	Esta pessoa já está totalmente curada.
ETC_20151102_016611	Obtendo Kruvina
ETC_20151102_016612	Você obteve Kruvina
ETC_20151102_016613	Bolsa de Esporo de Samambaia
ETC_20151102_016614	Você foi envenenado pelos mortais esporos de samambaia.
ETC_20151102_016615	Barreira protetora
ETC_20151102_016616	Estouro de Pilha de Loop
ETC_20151102_016617	Joia de Chinency
ETC_20151102_016618	Joia de Tecelã
ETC_20151102_016619	Joia de Yekubita
ETC_20151102_016620	Joia de Jukopus
ETC_20151102_016621	Joia de Orca de Pedra
ETC_20151102_016622	Joia de Sementemia
ETC_20151102_016623	Joia de Panto
ETC_20151102_016624	Joia de Ultano
ETC_20151102_016625	Joia de Puragi
ETC_20151102_016626	Joia de Lutador Vubbe
ETC_20151102_016627	Joia de Mallardu
ETC_20151102_016628	Joia de Rodelin Marrom
ETC_20151102_016629	Joia de Glagarton
ETC_20151102_016630	Joia de Lauzinutena
ETC_20151102_016631	Joia de Infernolem
ETC_20151102_016632	Joia de Scap Natimorto
ETC_20151102_016633	Joia de Boowook
ETC_20151102_016634	Joia de Egnome
ETC_20151102_016635	Joia de Yognome
ETC_20151102_016636	Joia de Pawndel
ETC_20151102_016637	Joia de Beetow
ETC_20151102_016638	Joia de Duende da Floresta da Terra
ETC_20151102_016639	Joia de Ammon
ETC_20151102_016640	Joia de Mago Vikaras
ETC_20151102_016641	Joia de Infraburk
ETC_20151102_016642	Joia de Cogucarfungo
ETC_20151102_016643	Joia de Grolsnador
ETC_20151102_016644	Joia de Abelhouro
ETC_20151102_016645	Joia de Bola-Espinho
ETC_20151102_016646	Joia de Ferroada
ETC_20151102_016647	Joia de Golem Sepulcral
ETC_20151102_016648	Joia de Drake Negro
ETC_20151102_016649	Joia de Aranha-Vela das Catacumbas
ETC_20151102_016650	Joia de Pino
ETC_20151102_016651	Joia de Ticen
ETC_20151102_016652	Joia de Ridimed Negro
ETC_20151102_016653	Joia de Mauros
ETC_20151102_016654	Joia de Sapo Alado
ETC_20151102_016655	Joia de Toco d’Árvore
ETC_20151102_016656	Joia de Lagartóxica
ETC_20151102_016657	Joia de Lutador da Prisão
ETC_20151102_016658	Joia de Predador da Mina
ETC_20151102_016659	Joia de Guerreiro Vubbe
ETC_20151102_016660	Joia de Cocat
ETC_20151102_016661	Joia de Aranha-do-Mato
ETC_20151102_016662	Joia de Yognome Amarelo
ETC_20151102_016663	Joia de Siaulamb Grande
ETC_20151102_016664	Joia de InfraRocharuga Vermelha
ETC_20151102_016665	Joia de Moya Amarela
ETC_20151102_016666	Joia de Velho Gancho Enferrujado
ETC_20151102_016667	Joia de Stoulet Azul
ETC_20151102_016668	Joia de Castorpio
ETC_20151102_016669	Joia de Lêmure
ETC_20151102_016670	Joia de Aranha-Vela Amarela
ETC_20151102_016671	Joia de Rubabos
ETC_20151102_016672	Joia de Ambulo Arbóreo
ETC_20151102_016673	Joia de Vubbe Graduado
ETC_20151102_016674	Joia de Velho Kepa
ETC_20151102_016675	Joia de Drake
ETC_20151102_016676	Joia de Morcego Gigante
ETC_20151102_016677	Joia de Ramosca Azul
ETC_20151102_016678	Joia de Nuka
ETC_20151102_016679	Joia de Invasor Duende
ETC_20151102_016680	Joia de Melmeli
ETC_20151102_016681	Joia de Denden
ETC_20151102_016682	Joia de Lemúria
ETC_20151102_016683	Joia de Velfígie Corrompido
ETC_20151102_016684	Joia de Bicho-Folha
ETC_20151102_016685	Joia de Kepa
ETC_20151102_016686	Joia de Farrapo
ETC_20151102_016687	Joia de Papouleão
ETC_20151102_016688	Joia de Raflor
ETC_20151102_016689	Joia de Banshee
ETC_20151102_016690	Joia de Mago Escravo do Templo
ETC_20151102_016691	Joia de Mago Scap Natimorto
ETC_20151102_016692	Joia de Desmodus
ETC_20151102_016693	Joia de Milho Negro
ETC_20151102_016694	Joia de Mágico Tiquinho
ETC_20151102_016695	Joia de Galok
ETC_20151102_016696	Joia de Chupacabra do Deserto
ETC_20151102_016697	Joia de Caro
ETC_20151102_016698	Joia de Carcashu
ETC_20151102_016699	Joia de Beija-Flor
ETC_20151102_016700	Joia de Tanu
ETC_20151102_016701	Joia de Wendigo
ETC_20151102_016702	Joia de Mago Minos
ETC_20151102_016703	Joia de Mago Vubbe do Gelo
ETC_20151102_016704	Joia de Aparição Verde
ETC_20151102_016705	Joia de Mago Wendigo
ETC_20151102_016706	Joia de Coliptil
ETC_20151102_016707	Joia de Bicho-Folha das Catacumbas
ETC_20151102_016708	Joia de Sacroventre
ETC_20151102_016709	Joia de Elet
ETC_20151102_016710	Joia de Owo Laranja
ETC_20151102_016711	Joia de Mago Siaulav
ETC_20151102_016712	Joia de Demônio da Terra
ETC_20151102_016713	Joia de Aranha Guardiã
ETC_20151102_016714	Joia de Couve-flor
ETC_20151102_016715	Joia de Dente de Leão
ETC_20151102_016716	Joia de Voolarva
ETC_20151102_016717	Joia de Zinutekas
ETC_20151102_016718	Joia de Cisto
ETC_20151102_016719	Joia de Laguna Siaulamb
ETC_20151102_016720	Joia de Hohen Mane
ETC_20151102_016721	Joia de Melatinun
ETC_20151102_016722	Joia de Sepultor
ETC_20151102_016723	Joia de Mágico Duende
ETC_20151102_016724	Joia de Chupaluka
ETC_20151102_016725	Joia de Mágico Invasor Kepa
ETC_20151102_016726	Joia de Mágico Carnurso
ETC_20151102_016727	Joia de Varv
ETC_20151102_016728	Joia de Xamã Kepari
ETC_20151102_016729	Joia de Mago Demônio da Terra
ETC_20151102_016730	Joia de Medusa Vermelha
ETC_20151102_016731	Joia de Patinho
ETC_20151102_016732	Joia de Mágico Toco d’Árvore
ETC_20151102_016733	Joia de Pescador
ETC_20151102_016734	Joia de Mago Stoulet
ETC_20151102_016735	Joia de Mago do Fogo da Mina
ETC_20151102_016736	Joia de Pawnd Negro
ETC_20151102_016737	Joia de Infra Hoglan Vermelho
ETC_20151102_016738	Joia de Saltifilha
ETC_20151102_016739	Joia de Mágico Ticen
ETC_20151102_016740	Joia de Aranha de Cristal
ETC_20151102_016741	Joia de Minerador Vubbe
ETC_20151102_016742	Joia de Morcego
ETC_20151102_016743	Joia de Kepa Vermelho
ETC_20151102_016744	Joia de Pokubu Azul
ETC_20151102_016745	Joia de Arqueiro Tiquinho
ETC_20151102_016746	Joia de Siaulav
ETC_20151102_016747	Joia de Ferrão Merog
ETC_20151102_016748	Joia de Arqueiro Wendigo
ETC_20151102_016749	Joia de Líquenclope
ETC_20151102_016750	Joia de Tucen
ETC_20151102_016751	Joia de Operor Branco
ETC_20151102_016752	Joia de Dente de Leão Laranja
ETC_20151102_016753	Joia de Soqueto
ETC_20151102_016754	Joia de Upente
ETC_20151102_016755	Joia de Arqueiro Panto
ETC_20151102_016756	Joia de Zigri Marrom
ETC_20151102_016757	Joia de Couve-flor Apodrecida
ETC_20151102_016758	Joia de Assassino Coelepus
ETC_20151102_016759	Joia de Arqueiro Scap Natimorto
ETC_20151102_016760	Joia de Arqueiro Castorpio
ETC_20151102_016761	Joia de Desbravador Panto
ETC_20151102_016762	Joia de Arqueiro Vubbe
ETC_20151102_016763	Joia de Arqueiro Colimosca
ETC_20151102_016764	Joia de Trufa
ETC_20151102_016765	Joia de Pescador Vermelho
ETC_20151102_016766	Joia de Ellom
ETC_20151102_016767	Joia da Catacumba
ETC_20151102_016768	Joia de Sakmoli Laranja
ETC_20151102_016769	Joia de Arqueiro Infratitular
ETC_20151102_016770	Joia de Arqueiro Javalomem
ETC_20151102_016771	Joia de Xamã Merog
ETC_20151102_016772	Joia de Vikaras
ETC_20151102_016773	Joia de Entulhomem
ETC_20151102_016774	Joia de Infratitular
ETC_20151102_016775	Joia de Elloverme
ETC_20151102_016776	Joia de Pino Branco
ETC_20151102_016777	Joia de Cocatriz
ETC_20151102_016778	Joia de Arqueiro Minerador Vubbe
ETC_20151102_016779	Joia de Ridimed
ETC_20151102_016780	Joia de Arqueiro Demônio da Terra
ETC_20151102_016781	Joia de Moyabu Amarela
ETC_20151102_016782	Joia de Yonazolem
ETC_20151102_016783	Joia de Arqueiro Vubbe Graduado
ETC_20151102_016784	Joia de Sakmoli
ETC_20151102_016785	Joia de Zigri Vermelho
ETC_20151102_016786	Joia de Cavaleiro Hohen
ETC_20151102_016787	Joia de Arqueiro Minos
ETC_20151102_016788	Joia de Nuodai
ETC_20151102_016789	Joia de Pesquisador Wendigo
ETC_20151102_016790	Joia de Velpéia
ETC_20151102_016791	Joia de Scap Natimorto Corrompido
ETC_20151102_016792	Joia de Arqueiro Soqueto
ETC_20151102_016793	Joia de Arqueiro Carnurso
ETC_20151102_016794	Joia de Colimosca
ETC_20151102_016795	Joia de Stoulet
ETC_20151102_016796	Joia de Infernolem Puro
ETC_20151102_016797	Joia de Coelepus
ETC_20151102_016798	Joia de Colimosca Negra
ETC_20151102_016799	Joia de Moyabu
ETC_20151102_016800	Joia de Arqueira Saltifilha
ETC_20151102_016801	Joia de Hanaming
ETC_20151102_016802	Joia de Ladrão Vubbe
ETC_20151102_016803	Joia de Chupacabra
ETC_20151102_016804	Joia de InfraRocharuga
ETC_20151102_016805	Joia de Corylus
ETC_20151102_016806	Joia de Besouronte
ETC_20151102_016807	Joia de Xamã Infratitular
ETC_20151102_016808	Joia de Rodelin
ETC_20151102_016809	Joia de Mosca-Folha
ETC_20151102_016810	Joia de Doyor
ETC_20151102_016811	Joia de Fragaras Azul
ETC_20151102_016812	Joia de Lagartóxica Ferrão Venenoso
ETC_20151102_016813	Joia de Farrapo da Terra
ETC_20151102_016814	Joia de Sacroventre da Terra
ETC_20151102_016815	Joia de Xamã Javalomem
ETC_20151102_016816	Joia de Nozig
ETC_20151102_016817	Joia de Grummer
ETC_20151102_016818	Joia de Cuia
ETC_20151102_016819	Joia de Lanceiro Panto Grande
ETC_20151102_016820	Joia de Louvadeira
ETC_20151102_016821	Joia de Espectra da Terra
ETC_20151102_016822	Joia de Luxodon Vermelho
ETC_20151102_016823	Joia de Operor
ETC_20151102_016824	Joia de Pawnd
ETC_20151102_016825	Joia de Geppetto Branco
ETC_20151102_016826	Joia de Hamming Laranja
ETC_20151102_016827	Joia de Chumbatumba
ETC_20151102_016828	Joia de Mago Hohen
ETC_20151102_016829	Joia de Xamã Siaulamb
ETC_20151102_016830	Joia de Glyquare
ETC_20151102_016831	Joia de Mágico Sacroventre
ETC_20151102_016832	Joia de Jukopus Cinza
ETC_20151102_016833	Joia de Mago Soqueto
ETC_20151102_016834	Joia de Mago Frasco
ETC_20151102_016835	Joia de Shtayim
ETC_20151102_016836	Joia de Mágica Lagartóxica
ETC_20151102_016837	Joia de Infrasanguíneo
ETC_20151102_016838	Joia de Chupaluka Rosa
ETC_20151102_016839	Joia de Sauga
ETC_20151102_016840	Joia de Verme das Catacumbas
ETC_20151102_016841	Joia de Tontus
ETC_20151102_016842	Joia de Mago Karas
ETC_20151102_016843	Joia de Mágico Echad
ETC_20151102_016844	Joia de Dama da Noite
ETC_20151102_016845	Joia de Xamã Sacroventre
ETC_20151102_016846	Joia de Pyran Corrompido
ETC_20151102_016847	Joia de Griba Verde
ETC_20151102_016848	Joia de Voolarva Azul
ETC_20151102_016849	Joia de Guerreiro Siaulamb
ETC_20151102_016850	Joia de Gribaru Laranja
ETC_20151102_016851	Joia de Guerreiro Duende
ETC_20151102_016852	Joia de Hepática Negra
ETC_20151102_016853	Joia de Levi
ETC_20151102_016854	Joia de Elma
ETC_20151102_016855	Joia de Melpino
ETC_20151102_016856	Joia de Xamã Wendigo
ETC_20151102_016857	Joia de Tontulia
ETC_20151102_016858	Joia de Brasarong
ETC_20151102_016859	Joia de Lagartomem
ETC_20151102_016860	Joia de Boneca Xamã
ETC_20151102_016861	Joia de Árvore de Galho Longo Restrita
ETC_20151102_016862	Abrigo Spasti
ETC_20151102_016863	Penhasco Luvda
ETC_20151102_016864	Encruzilhada Ephlysti
ETC_20151102_016865	Local do Poço Antigo
ETC_20151102_016866	Trilha da Floresta Banaga
ETC_20151102_016867	Baixada Ameaçadora
ETC_20151102_016868	Oficina da Floresta Bellai
ETC_20151102_016869	Rodovia Balais
ETC_20151102_016870	Abrigo Zelbe
ETC_20151102_016871	Escadarias
ETC_20151102_016872	Pântano Altemia
ETC_20151102_016873	Colina Darem
ETC_20151102_016874	Ponte Quebrada
ETC_20151102_016875	Pântano Zideka
ETC_20151102_016876	Moinho
ETC_20151102_016877	Terreno Baldio Inega
ETC_20151102_016878	Jardins Yodeira
ETC_20151102_016879	Planalto Despedaçado
ETC_20151102_016880	Penhasco Grino
ETC_20151102_016881	Penhasco Irbedi
ETC_20151102_016882	Vale de Dollobe
ETC_20151102_016883	Encruzilhada Kraijwi
ETC_20151102_016884	Oficina Shulti
ETC_20151102_016885	Pátio Odur
ETC_20151102_016886	Árvore de Orsha
ETC_20151102_016887	Cerne Mágico Temporário
ETC_20151102_016888	
ETC_20151102_016889	
ETC_20151102_016890	
ETC_20151102_016891	Progresso de Classificação 7 (Teste)
ETC_20151102_016892	Usar Perícias de Besteiro
ETC_20151102_016893	Perícias de Hoplita
ETC_20151102_016894	Perícias de Bárbaro
ETC_20151102_016895	Usar Perícias de Catafractário
ETC_20151102_016896	Conselho do Submestre Piromante
ETC_20151102_016897	Conselho do Submestre Criomante
ETC_20151102_016898	Conselho do Mestre Psiônico
ETC_20151102_016899	Conselho da Mestre Vinculadora
ETC_20151102_016900	Derrote monstros pequenos
ETC_20151102_016901	Derrote monstros médios
ETC_20151102_016902	Derrote monstros grandes
ETC_20151102_016903	Monstro do Elemento de Fogo
ETC_20151102_016904	Monstro do Elemento de Gelo
ETC_20151102_016905	Monstro do Elemento de Elétrico
ETC_20151102_016906	Monstro do Elemento de Terra
ETC_20151102_016907	Baú do Campo do Castelo 65_1
ETC_20151102_016908	Baú do Campo do Castelo 65_2
ETC_20151102_016909	Baú do Campo do Castelo 65_3
ETC_20151102_016910	Elimine os monstros na Estrada da Mandíbula Gigante
ETC_20151102_016911	Elimine os monstros na Estrada do Peregrino
ETC_20151102_016912	Elimine os monstros no Caminho do Altar
ETC_20151102_016913	Torre Mágica de Batedor 1A
ETC_20151102_016914	Torre Mágica de Batedor 2A
ETC_20151102_016915	Torre Mágica de Batedor 3A
ETC_20151102_016916	Torre Mágica de Batedor 4A
ETC_20151102_016917	Torre Mágica de Batedor 5A
ETC_20151102_016918	Leve o Orbe de Concentração Mágica até o Círculo Mágico de Verificação
ETC_20151102_016919	Acabe com o Vagão Fétido
ETC_20151102_016920	Elimine os Demônios da Zona 2
ETC_20151102_016921	Elimine os Monstros ou Demônios da Floresta da Samambaia 63_3
ETC_20151102_016922	Elimine os Demônios das Colinas Peretory
ETC_20151102_016923	Elimine os monstros sem equipar escudos
ETC_20151102_016924	Você obteve um artefato mágico
ETC_20151102_016925	Carregue o primeiro Orbe de Concentração Mágica
ETC_20151102_016926	Carregue o segundo Orbe de Concentração Mágica
ETC_20151102_016927	Carregue o terceiro Orbe de Concentração Mágica
ETC_20151102_016928	Desative o artefato
ETC_20151102_016929	Coloque o Orbe do lado esquerdo do dispositivo
ETC_20151102_016930	Coloque o Orbe em frente ao dispositivo
ETC_20151102_016931	Coloque o Orbe do lado direito do dispositivo
ETC_20151102_016932	Alcance um total acumulado de 100 abates de Invasor Vubbe
ETC_20151102_016933	Deusa, trazemos esta oferenda para Ti (1)
ETC_20151102_016934	Deusa, trazemos esta oferenda para Ti (2)
ETC_20151102_016935	Derrote os monstros no laboratório e investigue os equipamentos
ETC_20151102_016936	Queime o primeiro laboratório
ETC_20151102_016937	Queime o segundo laboratório
ETC_20151102_016938	Observe as reações do furão
ETC_20151102_016939	Coloque o pedaço de madeira amaldiçoada
ETC_20151102_016940	Observe as reações do furão
ETC_20151102_016941	Ofereça uma poção de recuperação para a vítima do experimento
ETC_20151102_016942	Encontre e desative o dispositivo que está causando a dor de Edmundas 
ETC_20151102_016943	Desative o dispositivo mágico que está imobilizando Edmundas
ETC_20151102_016944	Encontre pistas de humanos no local de experimentos do demônio
ETC_20151102_016945	Recupere os objetos sagrados destruídos pelos demônios
ETC_20151102_016946	Entregue um item que pode sobrecarregar o dispositivo para Edmundas
ETC_20151102_016947	Encontre o diário de experimentos escrito por um mago desconhecido
ETC_20151102_016948	Desative o dispositivo de Criação de Esporo de Samambaia Gigante
ETC_20151102_016949	Aumenta o dano por Punhalada pelas Costas em 4 vezes ao atacar um inimigo por trás{nl}Evasão {img red_down_arrow 16 16}188
ETC_20151102_016950	Nível Máximo do Jogador
ETC_20151102_016951	OptDesc/ - Nv. de Habilidade de Estocada +1
ETC_20151102_016952	OptDesc/ - Nv. de Habilidade de Golpear +1
ETC_20151102_016953	OptDesc/ - Nv. de Habilidade de Gung Ho +1
ETC_20151102_016954	OptDesc/ - Nv. de Habilidade de Concentração +1
ETC_20151102_016955	OptDesc/ - Nv. de Habilidade de Barreira da Dor +1
ETC_20151102_016956	OptDesc/ - Nv. de Habilidade de Refrear +1
ETC_20151102_016957	OptDesc/ - Nv. de Habilidade de Bofetada +1
ETC_20151102_016958	OptDesc/ - Nv. de Habilidade de Corte Duplo +1
ETC_20151102_016959	OptDesc/ - Nv. de Habilidade de Golpe Ascendente +1
ETC_20151102_016960	OptDesc/ - Nv. de Habilidade de Golpe Violento +1
